Company,Invoice No,Date of Invoice,Payment Month,Client,FSAM / Job,FDA,Cat,Amount
Arboreport Vegetation Management,Inv arb01955,21/01/2019,04/02/2019,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,$800.00
Nintey Nine Group,Inv 552,29/04/2018,13/05/2018,NBN Co,NBN Project Fusion,MW417R000169-2MIR-29-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$3,000.00"
Hunter West Civil & Data,Inv 0008,03/05/2018,30/06/2018,NBN Co,NBN A401,MW21756-AYCA-3K4RCM-2RIV-03-Marsden Park Tonzat Development - 2,NBN New Devs,"$9,927.23"
Hunter West Civil & Data,Inv 0009,03/05/2018,30/06/2018,NBN Co,NBN A417,MW21704 - AYCA-4RDSRL - 2BLK-12-bedford gardens - 1,NBN New Devs,"$1,294.92"
Hunter West Civil & Data,Inv 0010,03/05/2018,30/06/2018,NBN Co,NBN A417,"MW21637-AYCA-4OHMS3 - 2BLK-07 -35 Holbeche road, Arndell Park - EXT",NBN New Devs,$703.20
Nintey Nine Group,Inv 553,12/05/2018,26/05/2018,NBN Co,NBN Project Fusion,MW417R000172-2MON-25-STELLAR NPDL_MWR (A417)-Mona Vale,NBN Project Fusion,"$9,760.00"
Altus,Inv 161363,13/05/2018,30/06/2018,NBN Co,VPL New Devs,VPL New Devs - 2PET-69-AYCA-3G34XT,NBN New Devs,"$1,954.03"
Michael Gale,Inv 116105,14/05/2018,30/06/2018,NBN Co,NBN A417,MW22223-AYCA-4S0RD5-2RIV-03-14 Argowan Rd Schofields,NBN New Devs,"$1,443.94"
Michael Gale,Inv 116105,14/05/2018,30/06/2018,NBN Co,NBN A417,"MW22314-AYCA-4A5XPU-2BLK-11-29 Norfolk Street, Blacktown",NBN New Devs,$306.40
Michael Gale,Inv 116105,14/05/2018,30/06/2018,NBN Co,NBN A417,"MW22091-AYCA-4MNF1P-2NRN-10-11 & 15 Holborn Circuit, Gregory Hills ",NBN New Devs,"$2,423.00"
L&M Trenchless,Inv 4157A,15/05/2018,30/06/2018,NBN Co,NBN A401,MW22100 - AYCA-4QBUIV - 2KTB-02 -  NSB - Letitia St Katoomb,NBN New Devs,"$12,047.70"
L&M Trenchless,Inv 4158A,15/05/2018,30/06/2018,NBN Co,NBN A401,MW22100 - AYCA-4QBUIV - 2KTB-02 -  NSB - Letitia St Katoomb,NBN New Devs,"$1,298.75"
Nintey Nine Group,Inv 554,18/05/2018,01/06/2018,NBN Co,NBN Project Fusion,MW417R000170-2MIR-22-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$11,080.00"
Qubicon,Inv 568,21/05/2018,30/06/2018,NBN Co,NBN A417,MW22366-AYCA-117I3H-2RIV-01-34 Station Street Schofields,NBN New Devs,"$4,548.67"
Qubicon,Inv 569,21/05/2018,30/06/2018,NBN Co,NBN A401,MW22333 - AYCA-54SUCD - 2PKE-06 - Warehouse Pl Berkeley,NBN New Devs,"$1,960.00"
Comms Connect,Inv 10498,23/05/2018,30/06/2018,NBN Co,NBN A401,"MW22011-AYCA-4GRO21-2RTC-20-55 Kingston Parade, Heatherbae",NBN New Devs,"$5,405.07"
Comms Connect,Inv 10497,23/05/2018,30/06/2018,NBN Co,NBN A401,"MW22196 - AYCA-4VVND3 - 2ORG-01 - 258 CLERGATE RD, ORANGE",NBN New Devs,"$8,266.83"
Nintey Nine Group,Inv 556,24/05/2018,07/06/2018,NBN Co,NBN Project Fusion,MW417R000174-2MIR-26-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$15,304.00"
Paramount Telecom,Inv 092,25/05/2018,30/06/2018,NBN Co,NBN A401,MW21097 - 2LIV-04 - AYCA-476RM9 - NSB - 87-91 Campbell St Build,NBN New Devs,$300.00
Paramount Telecom,Inv 092,25/05/2018,30/06/2018,NBN Co,NBN Minor Works,MW21456 - 2BLK-07-16 - 51 Huntingwood Drive,NBN Minor Works,$600.00
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,NBN A417,MW22223-AYCA-4S0RD5-2RIV-03-14 Argowan Rd Schofields,NBN New Devs,"$1,713.10"
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,NBN A417,MW22208-AYCA-4PWSOZ- 2KEL-07-1B Fairway Dr Kellyville,NBN New Devs,"$1,203.80"
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,VPL New Devs,VPL New Devs - 2NRN-05-AYCA-4B5K39,NBN New Devs,$443.04
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,NBN A401,"MW22288-AYCA-4R7UP6-2MIL-04-40 Government Rd, Hinchinbrook",NBN New Devs,"$1,143.61"
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,NBN A417,"MW22260-AYCA-56YKSC-2CAM-02-38 Wonga St, Canterbury",NBN New Devs,"$1,225.45"
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,NBN A417,MW22258-AYCA-4BT0OX-2RIV-02-66 Schofields Road Schofields,NBN New Devs,$490.78
Global Elite technologies   ,Inv 118,26/05/2018,30/06/2018,NBN Co,NBN A417,MW22390-AYCA-4EE89M-2RIV-04-15 Boundary Rd Box Hill,NBN New Devs,$976.93
Corrosion Control Engineering,Inv CNI13357,28/05/2018,30/06/2018,NBN Co,NBN A417,"MW21820-AYCA-4W4BKH-2HOM-02-38 Weeroona Rd, Strathfield EXT",NBN New Devs,"$1,720.00"
Cylas,Inv 1115,30/05/2018,30/06/2018,NBN Co,NBN A417,MW22454-AYCA-2CVKCU-2ROT-60-60 Wallgrove Rd Easter Creek ,NBN New Devs,"$1,704.24"
Cylas,Inv 1116,30/05/2018,30/06/2018,NBN Co,NBN A417,MW22366-AYCA-117I3H-2RIV-01-34 Station Street Schofields,NBN New Devs,"$4,902.82"
Cylas,Inv 1117,30/05/2018,30/06/2018,NBN Co,NBN A417,"MW22022--AYCA-3TBATE-2PAR-6111 Hassall St, Paramatta",NBN New Devs,"$4,761.73"
Cylas,Inv 1118,30/05/2018,30/06/2018,NBN Co,NBN A417,MW22265-AYCA-4R1HNT-2MIL-62-6-8 Facey Cres Lurnea ,NBN New Devs,"$4,761.20"
Cylas,Inv 1119,30/05/2018,30/06/2018,NBN Co,NBN A417,"MW21970-AYCA-4YZGFK-2PEN-66-51 Boronia St, South Wentworthville",NBN New Devs,"$2,111.52"
Cylas,Inv 1120,30/05/2018,30/06/2018,NBN Co,NBN A417,MW22366-AYCA-117I3H-2RIV-01-34 Station Street Schofields,NBN New Devs,"$1,875.06"
Cylas,Inv 1121,30/05/2018,30/06/2018,NBN Co,NBN A417,MW22347-AYCA-4XTH50-2HOM-03-31-35 Smallwood Ave Homebush ,NBN New Devs,"$6,152.49"
Cylas,Inv 1122,30/05/2018,30/06/2018,NBN Co,NBN A417,"MW22057 - AYCA-4EOA07-2MIR-24 - 298-300 Taren Point Rd, Caringbah",NBN New Devs,"$5,968.17"
Cylas,Inv 1123,30/05/2018,30/06/2018,NBN Co,NBN A417,MW20917 - AYCA-3A485K -2LID-03 -  Lidbury Street Berala - 1 - EXTERNAL,NBN New Devs,"$3,925.55"
Cylas,Inv 1124,30/05/2018,30/06/2018,NBN Co,NBN A417,"MW22091-AYCA-4MNF1P-2NRN-10-11 & 15 Holborn Circuit, Gregory Hills ",NBN New Devs,"$4,066.44"
Cylas,Inv 1125,30/05/2018,30/06/2018,NBN Co,NBN A417,"MW22093-AYCA-4RGB2W-2EAS-62-111-139 Darlinghurst Rd, Potts Point",NBN New Devs,"$6,326.50"
Cylas,Inv 1126,30/05/2018,30/06/2018,NBN Co,NBN A417,"MW21966-AYCA-52950S-2BUR-65-147 - 153 Liverpool Rd, Burwood",NBN New Devs,"$1,583.41"
Cylas,Inv 1127,30/05/2018,30/06/2018,NBN Co,NBN A401,"MW22478 - AYCA-501QN5 - 2CAS-23 - 30 Pentonville Parade, Castle Hill ",NBN New Devs,"$1,826.69"
Cylas,Inv 1128,30/05/2018,30/06/2018,NBN Co,NBN A417,MW20917 - AYCA-3A485K -2LID-03 -  Lidbury Street Berala - 1 - EXTERNAL,NBN New Devs,$726.33
Qubicon,Inv 570,30/05/2018,30/06/2018,NBN Co,NBN A401,MW21390 - AYCA-4QG9AV - NSB - 33 Shoalhaven St Kiama Surevy & Build,NBN New Devs,"$1,120.00"
Canterbury Concil,Inv 2048219,31/05/2018,30/06/2018,NBN Co,NBN A417,MW21651-AYCA-21BAAK-2BAN-64-Stacey Apartments - 1,NBN New Devs,"$1,051.00"
Cylas,Inv 1129,31/05/2018,30/06/2018,NBN Co,VPL New Devs,VPL New Devs - 2PET-69-AYCA-3G34XT,NBN New Devs,"$7,982.82"
Cylas,Inv 1130,31/05/2018,30/06/2018,NBN Co,VPL New Devs,VPL New Devs 2PET-67-AYCA-4W7GEZ,NBN New Devs,"$18,732.73"
Cylas,Inv 1131,31/05/2018,30/06/2018,NBN Co,NBN A417,MW22454-AYCA-2CVKCU-2ROT-60-60 Wallgrove Rd Easter Creek ,NBN New Devs,$657.18
Comms Connect,Inv 10445,02/06/2018,31/07/2018,NBN Co,NBN A401,MW22477 - AYCA-4XVGZ8 -  2WYO-03 -140 Pacific Highway Tuggerah,NBN New Devs,"$2,459.07"
Altus,Inv 164447,03/06/2018,31/07/2018,NBN Co,NBN A417,MW22309-AYCA-3V5BM6-2DRU-61-197-199 Lyons Rd Drummoyne ,NBN New Devs,$285.00
Nintey Nine Group,Inv 557,05/06/2018,19/06/2018,NBN Co,NBN A417,MW417R000536-2BGI-20-STELLAR NPDL_MWR (A417)-Boggabri,NBN Project Fusion,"$1,782.50"
Nintey Nine Group,Inv 557,05/06/2018,19/06/2018,NBN Co,NBN A417,MW417R000549 - 2MAN-20 - STELLAR NPDL_MWR (A417)-Manilla,NBN Project Fusion,"$4,926.50"
Nintey Nine Group,Inv 557,05/06/2018,19/06/2018,NBN Co,NBN A417,MW417R000561-2WWA-20-STELLAR NPDL_MWR (A417)-Wee Waa,NBN Project Fusion,"$2,088.50"
Nintey Nine Group,Inv 557,05/06/2018,19/06/2018,NBN Co,NBN A417,MW417R001247-2WLH-20-STELLAR NPDL_MWR (A417)-Walcha,NBN Project Fusion,"$2,547.50"
Nintey Nine Group,Inv 558,06/06/2018,20/06/2018,NBN Co,NBN A417,MW417R000180-2MIR-25-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$34,356.00"
Craig Comms,Inv 1803941,11/06/2018,31/07/2018,NBN Co,VPL New Devs,VPL New Devs 2PET-67-AYCA-4W7GEZ,NBN New Devs,"$8,902.38"
Nintey Nine Group,Inv 559,12/06/2018,26/06/2018,NBN Co,NBN A417,MW417R000553-2NDS-01-STELLAR NPDL_MWR (A417)-Nords Wharf,NBN Project Fusion,"$5,136.50"
Nintey Nine Group,Inv 560,13/06/2018,27/06/2018,NBN Co,NBN A417,MW417R000545-2ERP-20-STELLAR NPDL_MWR (A417)-Eastern Creek,NBN Project Fusion,"$9,452.00"
Nintey Nine Group,Inv 561,17/06/2018,01/07/2018,NBN Co,NBN A417,MW417R000540-2CTH-20-STELLAR NPDL_MWR (A417)-Crescent Head,NBN Project Fusion,"$9,325.25"
Comms Connect,Inv/CR 10583,19/06/2018,31/07/2018,NBN Co,NBN A401,MW22477 - AYCA-4XVGZ8 -  2WYO-03 -140 Pacific Highway Tuggerah,NBN New Devs,-$100.80
Nintey Nine Group,Inv 564,21/06/2018,05/07/2018,NBN Co,NBN A417,MW417R000557-2POR-20-STELLAR NPDL_MWR (A417)-Portland,NBN Project Fusion,"$1,467.50"
Nintey Nine Group,Inv 563,21/06/2018,05/07/2018,NBN Co,NBN A417,MW417R000548-2LCT-01 - STELLAR NPDL_MWR (A417)-Lake Cathie,NBN Project Fusion,"$1,151.00"
Nintey Nine Group,Inv 562,21/06/2018,05/07/2018,NBN Co,NBN A417,MW417R000541-2DRG-20-STELLAR NPDL_MWR (A417)-Dorrigo ,NBN Project Fusion,"$10,256.50"
Canterbury Concil,Inv 2048203,22/06/2018,31/07/2018,NBN Co,VPL New Devs,VPL New Devs - 2CAM-60-AYCA-4VCIKM,NBN New Devs,"$2,695.00"
Craig Comms,Inv 1803957,22/06/2018,31/07/2018,NBN Co,VPL New Devs,VPL New Devs - 2PET-69-AYCA-3G34XT,NBN New Devs,"$12,873.26"
Michael Gale,Inv 116017,24/06/2018,31/07/2018,NBN Co,NBN A417,"MW417R000065- AYCA-59DV6W-2CRR-72-Nelson St, Fairfield",NBN New Devs,"$1,502.68"
Michael Gale,Inv 116018,24/06/2018,31/07/2018,NBN Co,NBN A417,MW417R000124-AYCA-58BKNK-2RYD-66-2-6 Junction St Ryde,NBN New Devs,"$1,932.82"
Michael Gale,Inv 116019,24/06/2018,31/07/2018,NBN Co,NBN A401,"MW417R000151-AYCA-4PBBAI-2RYD-01-6,8,10,12 Anderson Avenue Ryde ",NBN New Devs,"$2,229.52"
Cylas,Inv 1144,26/06/2018,31/07/2018,NBN Co,NBN A417,"MW21820-AYCA-4W4BKH-2HOM-02-38 Weeroona Rd, Strathfield Ext",NBN New Devs,$913.46
Global Elite technologies   ,Inv 119,26/06/2018,31/07/2018,NBN Co,NBN A417,MW21524 -  AYCA-47C97W-2BLK-01 -51 Kildare Rd Blacktown,NBN New Devs,"$1,221.19"
Global Elite technologies   ,Inv 119,26/06/2018,31/07/2018,NBN Co,NBN A417,"MW417R000051-AYCA-55JW1J-2BOT-01-180 – 188 Maroubra Rd, Maroubra ",NBN New Devs,"$3,524.25"
Global Elite technologies   ,Inv 119,26/06/2018,31/07/2018,NBN Co,NBN A417,MW22055-AYCA-52ZO0L-2LID-04-32 Norval St Auburn   INT,NBN New Devs,"$1,434.40"
Global Elite technologies   ,Inv 119,26/06/2018,31/07/2018,NBN Co,NBN A417,MW417R000070-AYCA-52UC2N-2WRO-63-Beech Rd Casula ,NBN New Devs,"$7,183.72"
Global Elite technologies   ,Inv 119,26/06/2018,31/07/2018,NBN Co,NBN A417,"MW22023-AYCA-48280D - 2RED-03 -  906 Bourke St, Zetland",NBN New Devs,"$1,285.00"
Nintey Nine Group,Inv 565,27/06/2018,11/07/2018,NBN Co,NBN A417,MW417R000166-2MIR-31-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$12,840.00"
Nintey Nine Group,Inv 566,27/06/2018,11/07/2018,NBN Co,NBN A417,MW417R000558 - 2SPW-20 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$8,924.00"
Nintey Nine Group,Inv 567,27/06/2018,11/07/2018,NBN Co,NBN A417,MW417R000559 - 2SPW-21 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$7,472.00"
Nintey Nine Group,Inv 568,27/06/2018,11/07/2018,NBN Co,NBN A417,MW417R000552-2MON-28-STELLAR NPDL_MWR (A417) - Mona Vale,NBN Project Fusion,"$13,060.00"
Comms Connect,Inv 10622,28/06/2018,31/07/2018,NBN Co,NBN A401,"MW22336-AYCA-4MJKV1-2KMS-21-Lot 37 Springfields Drive, Greenhill",NBN New Devs,"$3,003.86"
Comms Connect,Inv 10615,28/06/2018,31/07/2018,NBN Co,NBN A417,MW22301-AYCA-541Y7O-2WAU-20-728-730 Beechwood,NBN New Devs,"$4,422.17"
Hills Council,Inv 1017189,28/06/2018,31/07/2018,NBN Co,NBN A417,MW21521-AYCA-1OHQX6 -2ROU-02-Lake Promenade - Building C- EXTERNAL,NBN New Devs,"$3,361.68"
Cylas,Inv 1143,29/06/2018,31/07/2018,NBN Co,NBN A417,"MW417R000098-AYCA-4TC0MT-2QUA-65-50 Farnham Rd, Quakers Hill",NBN New Devs,"$7,873.12"
Cylas,Inv 1145,29/06/2018,31/07/2018,NBN Co,NBN A417,MW22331-AYCA-3CFI3W-2EPP-05-120 Herring Road Marsfield,NBN New Devs,"$3,901.61"
Cylas,Inv 1146,29/06/2018,31/07/2018,NBN Co,NBN A417,MW22279-AYCA-45Q6J5-2EPP-62-35 Oxford St Epping,NBN New Devs,"$4,453.75"
Cylas,Inv 1147,29/06/2018,31/07/2018,NBN Co,NBN A417,MW22309-AYCA-3V5BM6-2DRU-61-197-199 Lyons Rd Drummoyne ,NBN New Devs,"$9,455.19"
Cylas,Inv 1148,29/06/2018,31/07/2018,NBN Co,NBN A417,MW22526-AYCA-4T7JU2-2MIR-25-13 Dudley Avenue Caringbah South ,NBN New Devs,"$3,866.63"
Cylas,Inv 1149,29/06/2018,31/07/2018,NBN Co,NBN A417,"MW22218 - AYCA-4JMOL9 - 2DRU-60 - 50-52 East St, Five Dock",NBN New Devs,"$3,140.46"
Cylas,Inv 1150,29/06/2018,31/07/2018,NBN Co,NBN A417,MW22195 - AYCA-4SOX62-2LIV-03- 186 Moore St Liverpool,NBN New Devs,"$3,074.00"
Cylas,Inv 1151,29/06/2018,31/07/2018,NBN Co,NBN A417,MW20888 - 2HOR-62 - AYCA-39AB50 -2HOR-62 -JAAN – 1,NBN New Devs,"$2,974.72"
Cylas,Inv 1152,29/06/2018,31/07/2018,NBN Co,NBN A417,"MW417R000222-AYCA-4VFYJV-2BAN-64-27-37 Percy St, Bankstown",NBN New Devs,"$9,921.16"
Cylas,Inv 1153,29/06/2018,31/07/2018,NBN Co,NBN A417,"MW417R000098-AYCA-4TC0MT-2QUA-65-50 Farnham Rd, Quakers Hill",NBN New Devs,"$8,652.34"
Altus,Inv 169332,01/07/2018,31/08/2018,NBN Co,NBN A417,"MW21878-AYCA-2Q0B3G-2PAR-63-148-150 Great Western Hwy, Westmead",NBN New Devs,$477.28
LCC,Inv 10269,01/07/2018,31/08/2018,NBN Co,NBN A401,MW22420 - AYCA-4RFDRV - 2KIA-03 - 58 Old Saddleback Road Kiama,NBN New Devs,"$5,530.26"
LCC,Inv 10268,01/07/2018,31/08/2018,NBN Co,NBN A401,MW22171-AYCA-54VFA3-2COR-02- 50 Squires Cres Coledale,NBN New Devs,"$2,366.54"
Nintey Nine Group,Inv 569,02/07/2018,16/07/2018,NBN Co,NBN A417,MW417R000550 - 2MIR-24 - STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$20,672.00"
Marshall Directional Drilling,Inv 1718,04/07/2018,31/08/2018,NBN Co,NBN A401,MW417R000671-9SCU-20-AYCA-52JYBU 7 Buggy Crescent McKellar,NBN New Devs,"$5,714.37"
Burwood Council,Inv 66128,06/07/2018,31/08/2018,NBN Co,NBN A417,MW22265-AYCA-4R1HNT-2MIL-62-6-8 Facey Cres Lurnea ,NBN New Devs,"$1,664.00"
Pravin Thirugnanam DFN Design,Inv 0001,06/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000157-AYCA-4A46K7-2PAR-63-208-210 Great Western Hwy, Westmead DFN Design & Construct",NBN New Devs DFN HFC,"$1,530.00"
Marshall Directional Drilling,Inv 1721,11/07/2018,31/08/2018,NBN Co,NBN A401,"MW22350-AYCA-4VAQ8P-9SCU-07-11 Prevost Pl MacGregor, ACT ",NBN New Devs,"$7,339.16"
Nintey Nine Group,Inv 571,11/07/2018,25/07/2018,NBN Co,NBN A417,MW417R000560 - 2SPW-28 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$15,876.00"
Pacific Utilities,Inv 326,12/07/2018,26/07/2018,NBN Co,NBN A401,MW21097 - 2LIV-04 - AYCA-476RM9 - NSB - 87-91 Campbell St Build,NBN New Devs,"$2,528.60"
AusGrid,Inv 893 897 917,16/07/2018,31/08/2018,NBN Co,NBN A417,"MW21820-AYCA-4W4BKH-2HOM-02-38 Weeroona Rd, Strathfield Ext",NBN New Devs,$990.00
Michael Gale,Inv 003,16/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000300-AYCA-57KT5A-2PTH-02-153 Jamison Rd, Penrith",NBN New Devs,$363.36
Michael Gale,Inv 004,16/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000397-AYCA-5BX3DW-2NEW-23-7-9 Hutchinson St, St Peters - 1",NBN New Devs,"$1,252.48"
Michael Gale,Inv 002,16/07/2018,31/08/2018,NBN Co,NBN A417,MW22346-AYCA-50FP2M-2ROU-03-Oxlade Street Kellyville,NBN New Devs,$219.98
Michael Gale,Inv 001,16/07/2018,31/08/2018,NBN Co,NBN A417,MW22346-AYCA-50FP2M-2ROU-03-Oxlade Street Kellyville,NBN New Devs,"$1,983.32"
Michael Gale,Inv 006,16/07/2018,31/08/2018,NBN Co,NBN A417,MW417R000354-AYCA-57CAFW-2CRO-01-KURNELL 2,NBN New Devs,$284.32
Nintey Nine Group,Inv 572,17/07/2018,31/07/2018,NBN Co,NBN A417,MW417R000554-2NYG-20-STELLAR NPDL_MWR (A417)-Nyngan,NBN Project Fusion,"$5,204.00"
Nintey Nine Group,Inv 573,17/07/2018,31/07/2018,NBN Co,NBN A417,MW417R000556-2ORC-21-STELLAR NPDL_MWR (A417)-Orchard Hills,NBN Project Fusion,"$5,404.00"
Nintey Nine Group,Inv 574,17/07/2018,31/07/2018,NBN Co,NBN A417,MW417R000546-2ERP-21 STELLAR NPDL_MWR (A417)- Erskine Park,NBN Project Fusion,"$1,160.00"
Comms Connect,Inv 10584,19/07/2018,31/08/2018,NBN Co,VPL New Devs,VPL New Devs - 2BRX-01-AYCA-41AL6Q,NBN New Devs,"$101,277.70"
Altus,Inv 172342,22/07/2018,31/08/2018,NBN Co,NBN A417,MW22531-AYCA-413Z64-2PAR-64-2B Darcy Rd Westmead ,NBN New Devs,$905.59
Altus,Inv 172341,22/07/2018,31/08/2018,NBN Co,NBN A417,MW21532-AYCA-4TBHNX - 2SHH-05 - NSB - 125 LAKE ENTRANCE - SURVEY,NBN New Devs,"$2,387.68"
Michael Gale,Inv 007,24/07/2018,31/08/2018,NBN Co,NBN A417,MW21524 -  AYCA-47C97W-2BLK-01 -51 Kildare Rd Blacktown,NBN New Devs,"$3,366.72"
Michael Gale,Inv 008,24/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000310--AYCA-5DPOWN-2APN-01-13 Technology Dr, Appin EXT",NBN New Devs,"$4,510.41"
Michael Gale,Inv 0010,24/07/2018,31/08/2018,NBN Co,NBN A417,MW22263-AYCA-31DCKF-2EAS-62-18-20 Neild Ave Darlinghurst,NBN New Devs,$912.26
Michael Gale,Inv 0011,24/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000300-AYCA-57KT5A-2PTH-02-153 Jamison Rd, Penrith",NBN New Devs,$489.20
Michael Gale,Inv 0012,24/07/2018,31/08/2018,NBN Co,NBN A417,MW22532-AYCA-55KUFO-2MIR-22-31 Bay Road Taren Point ,NBN New Devs,"$2,463.42"
Michael Gale,Inv 0009,24/07/2018,31/08/2018,NBN Co,NBN A417,MW22505-AYCA-4KBL5R-2KNS-03-14-18 Primrose Ave & 27-29 Roseberry Ave Rosberry ,NBN New Devs,"$1,373.65"
Michael Gale,Inv 0005,24/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000346-AYCA-57CH4J-2CRO-01-8/268A Captain Cook Dr, Kurnell",NBN New Devs,$280.80
Comms Connect,Inv 10672,26/07/2018,31/08/2018,NBN Co,VPL New Devs,VPL New Devs - 2BRX-01-AYCA-41AL6Q,NBN New Devs,"$3,388.00"
Comms Connect,Inv 10671,27/07/2018,31/08/2018,NBN Co,NBN A401,MW21532-AYCA-4TBHNX - 2SHH-05 - NSB - 125 LAKE ENTRANCE - SURVEY,NBN New Devs,"$2,011.12"
Altus,Inv 173344,29/07/2018,31/08/2018,NBN Co,NBN A417,MW22263-AYCA-31DCKF-2EAS-62-18-20 Neild Ave Darlinghurst,NBN New Devs,"$1,053.51"
Altus,Inv 173344,29/07/2018,31/08/2018,NBN Co,NBN A417,MW22263-AYCA-31DCKF-2EAS-62-18-20 Neild Ave Darlinghurst,NBN New Devs,"$1,053.51"
Cylas,Inv 1166,30/07/2018,31/08/2018,NBN Co,NBN A417,MW22548-AYCA-48V6NM-2PTH-05-Lord Sheffield Circuit Penrith,NBN New Devs,"$8,478.63"
Cylas,Inv 1167,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW22057 - AYCA-4EOA07-2MIR-24 - 298-300 Taren Point Rd, Caringbah",NBN New Devs,"$1,080.10"
Cylas,Inv 1168,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000218-AYCA-34MTV2-2BUR-07-133 Parramatta Rd, Homebush",NBN New Devs,"$2,484.25"
Cylas,Inv 1169,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000346-AYCA-57CH4J-2CRO-01-8/268A Captain Cook Dr, Kurnell",NBN New Devs,"$2,092.30"
Cylas,Inv 1170,30/07/2018,31/08/2018,NBN Co,NBN A417,MW417R000354-AYCA-57CAFW-2CRO-01-KURNELL 2,NBN New Devs,$991.13
Cylas,Inv 1171,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000223 - AYCA-5ALZB0 - 2BLK-07 - 6 Woods CL, Huntingwood  Ext",NBN New Devs,"$5,337.83"
Cylas,Inv 1172,30/07/2018,31/08/2018,NBN Co,NBN A417,MW22513 - AYCA-4JW63S - 2CRO-21 - 25-29 Tonkin St Cronulla,NBN New Devs,"$2,685.67"
Cylas,Inv 1173,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW22023-AYCA-48280D - 2RED-03 -  906 Bourke St, Zetland",NBN New Devs,"$10,269.27"
Cylas,Inv 1174,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000395 - AYCA-56PP6W-2BAN-67-55-57 Chelmsford Ave, Bankstown",NBN New Devs,"$4,454.87"
Cylas,Inv 1175,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000211-AYCA-56B97M-2SEF-61-1 Tangerine St, Fairfield East",NBN New Devs,"$2,694.03"
Cylas,Inv 1176,30/07/2018,31/08/2018,NBN Co,NBN A417,MW22505-AYCA-4KBL5R-2KNS-03-14-18 Primrose Ave & 27-29 Roseberry Ave Rosberry ,NBN New Devs,"$4,029.22"
Cylas,Inv 1177,30/07/2018,31/08/2018,NBN Co,NBN A417,MW22469-AYCA-4PQO3D-2EPP-62-12/6 Maida Road Epping ,NBN New Devs,"$2,546.16"
Cylas,Inv 1179,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000346-AYCA-57CH4J-2CRO-01-8/268A Captain Cook Dr, Kurnell",NBN New Devs,$406.20
Cylas,Inv 1179,30/07/2018,31/08/2018,NBN Co,NBN A417,"MW417R000222-AYCA-4VFYJV-2BAN-64-27-37 Percy St, Bankstown",NBN New Devs,"$1,171.48"
Cylas,Inv 1179,30/07/2018,31/08/2018,NBN Co,NBN A417,MW417R000354-AYCA-57CAFW-2CRO-01-KURNELL 2,NBN New Devs,"$2,075.55"
Nintey Nine Group,Inv 576,30/07/2018,13/08/2018,NBN Co,NBN A417,"MW417R000157-AYCA-4A46K7-2PAR-63-208-210 Great Western Hwy, Westmead DFN Design & Construct",NBN New Devs DFN HFC,"$8,454.06"
OSGA,Inv 201801,31/07/2018,31/08/2018,NBN Co,NBN Project Fusion,MW417R000170-2MIR-22-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$10,985.00"
OSGA,Inv 201803,31/07/2018,31/08/2018,NBN Co,NBN Project Fusion,MW417R000180-2MIR-25-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$47,005.00"
OSGA,Inv 201802,31/07/2018,31/08/2018,NBN Co,NBN Project Fusion,MW417R001248-2MIR-21-STELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$7,252.00"
