Contract,Project Name,Location,PE,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,Maximo work order,FSAM/MPS,Suburb,CSPO Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internal DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A417 RFQ,A417 RFQ New Devs,Sydney,Dane Harrington,Inv 14615,16/01/2019,21/11/2018,21/11/2018,29/11/2018,18/12/2018,05/12/2018,10/01/2019,Nov-18,Jan-19,,"MW417R001760-AYCA-5JYO3A-2KNS-03-1B Maddox Street, Alexandria ",Alexandria,"$9,442.59","-$6,319.07","$3,123.52"," $	3,435.87 ",$693.05,$860.38,"$1,553.43","$1,570.09",50%,Ertan Cicek,16/10/2018,23/10/2018,7d,31/12/2018,69d
A417 RFQ,A417 RFQ New Devs,Central Coast,Mickey Tran,Inv 14640,18/01/2019,13/12/2018,13/12/2018,,,27/12/2018,22/01/2019,Dec-18,Jan-19,,MW417R001874 - AYCA-512UVL - 2WYO-03 - Marineres Centre of Excellence,Tuggerah,"$4,847.75",,"$4,847.75"," $	5,332.53 ","$3,032.60",,"$3,032.60","$1,815.15",37%,Mark Leal,16/10/2018,23/10/2018,,07/01/2019,76d
A417 New Devs,A417 Greenfield MDU,Sydney,Dane Harrington,Inv 14631,18/01/2019,29/11/2018,29/11/2018,07/12/2018,21/12/2018,13/12/2018,22/01/2019,Nov-18,Jan-19,,MW417R000463-AYCA-48HHL8-2MIR-28-2-22 University Rd & 660-664,Miranda,$957.85,"$13,993.23","$14,951.08"," $	16,446.19 ","$4,336.41",,"$4,336.41","$10,614.67",71%,Ertan Cicek,Direct Award,05/07/2018,,28/09/2018,85d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,19/03/2019,19/03/2019,19/03/2019,24/05/2019,02/04/2019,,Mar-19,Jan-00,,"MW417R001980-AYCA-5M4R4N-2SHA-64-76 Irwin Street, Werrington ",Werrington,"$8,939.74","$12,342.95","$21,282.69"," $	23,410.96 ","$14,582.86",,"$14,582.86","$6,699.83",31%,Ertan Cicek,Direct Award,25/10/2018,,11/12/2018,47d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,,,22/03/2019,22/03/2019,22/03/2019,24/05/2019,05/04/2019,,Mar-19,Jan-00,,"MW417R001992-AYCA-4UF84M--2LIV-04-52 Copeland Street, Liverpool",Liverpool,$904.40,"$7,379.49","$8,283.89"," $	9,112.28 ","$2,557.14",,"$2,557.14","$5,726.75",69%,Ertan Cicek,Direct Award,25/10/2018,,11/12/2018,47d
A417 New Devs,A417 Greenfield MDU,Sydney Nth,Mickey Tran,,,,30/07/2019,,,,,Jul-19,Jan-00,,"MW417R001994-AYCA-3CIGB0-2WRO-63-1-3 Balmoral St, Waitara",Waitara,"$1,318.69",,"$1,318.69"," $	1,450.56 ",,,$0.00,"$1,318.69",100%,Ertan Cicek,Direct Award,25/10/2018,,11/12/2018,47d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,,,,30/12/2019,,,,,Dec-19,Jan-00,,MW417R001990-AYCA-YGLEJ-9CVI-03-RSL Head quarter and Residential - 1,Civic,"$1,884.19",,"$1,884.19"," $	2,072.61 ",,,$0.00,"$1,884.19",100%,Ertan Cicek,Direct Award,26/10/2018,,11/12/2018,46d
A417 New Devs,A417 Greenfield MDU,Sydney CBD,Dane Harrington,Inv 15035,08/05/2019,05/04/2019,05/04/2019,05/04/2019,23/04/2019,23/04/2019,09/05/2019,Apr-19,May-19,,MW417R001986-AYCA-52VCLT-2NEW-20-Annandale Place,Newtown,"$2,136.35","$13,089.26","$15,225.61"," $	16,748.17 ","$7,340.46",,"$8,342.21","$6,883.40",45%,Ertan Cicek,Direct Award,26/10/2018,,11/12/2018,46d
A417 New Devs,A417 Greenfield MDU,Sydney,Dane Harrington,Inv 14642,18/01/2019,03/12/2018,03/12/2018,11/12/2018,21/12/2018,17/12/2018,22/01/2019,Dec-18,Jan-19,,"MW417R001982-AYCA-4EITU0-2LIV-02-10 Norfolk St, Liverpool",Liverpool,"$2,551.68","$13,471.60","$16,023.28"," $	17,625.61 ","$5,010.42",,"$5,010.42","$11,012.86",69%,Ertan Cicek,Direct Award,26/10/2018,,11/12/2018,46d
A417 New Devs,A417 Greenfield MDU,Nth Coast,Dane Harrington,,,,30/06/2019,,,,,Jun-19,Jan-00,,MW417R002016-AYCA-5K2YBV-2CFS-03-Victoria Terrace ,Coffs Harbour,"$3,268.06",,"$3,268.06"," $	3,594.87 ",,,$0.00,"$3,268.06",100%,Ertan Cicek,Direct Award,29/10/2018,,15/01/2019,78d
A417 New Devs,A417 Greenfield MDU,Central West,Marshell Antonio,Inv 14577,20/12/2018,20/11/2018,20/11/2018,,,04/12/2018,18/12/2018,Nov-18,Dec-18,,MW417R000790-AYCA-57DG41 -2BTH-01-93 Stanley St Bathurst Int,Bathurst,"$1,592.08",,"$1,592.08"," $	1,751.29 ",,,$0.00,"$1,592.08",100%,Richard Huffadine,Direct Award,25/07/2018,,28/10/2018,95d
A417 New Devs,NBN FttC MDUs,Sydney,Rob Panovski,Inv 14641,18/01/2019,30/11/2018,30/11/2018,17/11/2018,07/01/2019,14/12/2018,22/01/2019,Nov-18,Jan-19,,MW417R001946-2HOR-20-MELLAR NPDL_MWR (A417),Hornsby,"$16,800.00","-$5,883.00","$10,917.00"," $	12,008.70 ","$1,495.00",,"$1,495.00","$9,422.00",86%,Greg Mouller,Direct Award,29/10/2018,,02/12/2018,34d
A417 New Devs,NBN FttC MDUs,Sydney,Rob Panovski,Inv 14682,05/02/2019,20/12/2018,20/12/2018,07/01/2019,14/01/2019,11/01/2019,29/01/2019,Dec-18,Jan-19,,MW417R001947-2HOR-02-MELLAR NPDL_MWR (A417),Hornsby,"$37,960.00","$19,731.49","$57,691.49"," $	63,460.64 ","$21,285.00",,"$21,285.00","$36,406.49",63%,Greg Mouller,Direct Award,29/10/2018,,02/12/2018,34d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,,30/12/2019,,,,,Dec-19,Jan-00,,MW417R002005-AYCA-4BA1DQ-2SEF-01-Hillside ,Hillside,"$1,037.36",,"$1,037.36"," $	1,141.10 ",,,$0.00,"$1,037.36",100%,Ertan Cicek,Direct Award,29/10/2018,,11/12/2018,43d
A417 New Devs,A417 HFC DFN,Sydney Nth,Mickey Tran,Inv 14939,17/04/2019,15/02/2019,15/02/2019,25/02/2019,27/03/2019,01/03/2019,09/04/2019,Feb-19,Apr-19,,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",St Leonards,"$14,469.78","$83,735.01","$98,204.79"," $	108,025.27 ","$64,429.75",,"$64,429.75","$33,775.04",34%,Mark Leal,Direct Award,30/10/2018,,27/12/2018,58d
A417 New Devs,A417 HFC DFN Comm,Sydney,Mickey Tran,Inv 14393,15/11/2018,12/11/2018,12/11/2018,,,,15/11/2018,Nov-18,Nov-18,,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",St Leonards,"$6,201.31",,"$6,201.31"," $	6,821.44 ",,,$0.00,"$6,201.31",100%,Ertan Cicek,Direct Award,30/10/2018,,27/12/2018,58d
A417 RFQ,A417 RFQ New Devs,Newcastle,Dane Harrington,Inv 14501,05/12/2018,09/11/2018,09/11/2018,14/11/2018,23/11/2018,23/11/2018,04/12/2018,Nov-18,Dec-18,,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",Stockton,"$8,284.33","$20,596.11","$28,880.44"," $	31,768.48 ","$18,460.98","$1,714.97","$20,175.95","$8,704.49",30%,Mark Leal,18/09/2018,25/09/2018,7d,03/12/2018,69d
A417 New Devs,A417 Greenfield MDU,Central West,Marshell Antonio,Inv 14576,20/12/2018,20/11/2018,20/11/2018,,,04/12/2018,18/12/2018,Nov-18,Dec-18,,MW417R001968 - AYCA-5N4YCV - 2BTH-02 - 5 Watt Drive Robin Hill Int,Robin Hill,$398.02,,$398.02, $	437.82 ,,,$0.00,$398.02,100%,Ertan Cicek,Direct Award,25/10/2018,,15/11/2018,21d
A417 New Devs,A417 Greenfield MDU,Sth Coast,Marshell Antonio,Inv 14954,05/04/2019,21/01/2019,21/01/2019,21/01/2019,18/03/2019,04/02/2019,09/04/2019,Jan-19,Apr-19,,"MW417R002070 - AYCA-5M7EQR - 2NWR-01 - 40 Basil Street, South Nowra ",South Nowra,"$1,269.63","$2,015.14","$3,284.77"," $	3,613.25 ",,,$0.00,"$3,284.77",100%,Ertan Cicek,Direct Award,31/10/2018,,20/12/2018,50d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14921,17/04/2019,15/03/2019,15/03/2019,15/03/2019,25/03/2019,29/03/2019,11/04/2019,Mar-19,Apr-19,,"MW417R002071 - AYCA-5L8461 -9CVI-21 -14 Holder Street, Turner",Turner,"$2,984.36","$4,182.53","$7,166.89"," $	7,883.58 ",,,$0.00,"$7,166.89",100%,Ertan Cicek,Direct Award,31/10/2018,,20/12/2018,50d
A417 New Devs,A417 Greenfield MDU,Sydney Nth,Mickey Tran,Inv 15039,10/05/2019,03/04/2019,03/04/2019,03/04/2019,24/04/2019,17/04/2019,09/05/2019,Apr-19,May-19,,"MW417R002072 - AYCA-5G4WE4 - 2MON-20 - 1473 Pittwater Road, North Narrabeen ",Nth Narrabeen,"$3,686.86","$8,947.48","$12,634.34"," $	13,897.77 ","$3,230.84",,"$3,230.84","$9,403.50",74%,Ertan Cicek,Direct Award,31/10/2018,,20/12/2018,50d
A417 New Devs,A417 Greenfield MDU,Central West,Marshell Antonio,Inv 14514,05/12/2018,13/11/2018,13/11/2018,,,28/11/2018,06/12/2018,Nov-18,Dec-18,,"MW417R002023 - AYCA-5PIVSY -2BTH-02 -  11 Lombard Drive, Robin Hill Int",Robin Hill,"$3,184.17",,"$3,184.17"," $	3,502.59 ",,,$0.00,"$3,184.17",100%,Ertan Cicek,Direct Award,31/10/2018,,20/12/2018,50d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14644,18/01/2019,08/12/2018,28/02/2019,08/12/2018,21/12/2018,22/12/2018,22/01/2019,Feb-19,Jan-19,,"MW417R002106-AYCA-53Y6BS-9BON-03-Bon Scott Crescent, Moncrieff, ACT ",Moncrieff,"$5,290.57","$8,298.28","$13,588.85"," $	14,947.74 ",,"$3,869.12","$3,869.12","$9,719.73",72%,Ertan Cicek,Direct Award,05/11/2018,,22/01/2019,78d
A417 RFQ,A417 RFQ NSB,Nth Coast,Mickey Tran,Inv 15030,06/05/2019,28/03/2019,29/03/2019,26/03/2019,08/04/2019,12/04/2019,07/05/2019,Mar-19,May-19,,MW417R001691 - AYCA-5PYJJF - 2KCL-02 - Sailfish Way & Seaside Drive Kingscliff NSB,Kingscliff,$960.00,"$21,944.21","$22,904.21"," $	25,194.63 ","$14,333.10",,"$14,333.10","$8,571.11",37%,Mark Leal,04/10/2018,10/10/2018,,07/11/2018,28d
A417 RFQ,A417 RFQ New Devs,Hunter,Dane Harrington,Inv 14852,21/03/2019,21/02/2019,21/02/2019,21/02/2019,27/02/2019,07/03/2019,21/03/2019,Feb-19,Mar-19,,"MW417R001962 - AYCA-4W844H- 2DNM-20 - Grey Gum Road, Denman - 1",Denman,"$3,509.86",-$370.13,"$3,139.73"," $	3,453.71 ","$1,456.00",,"$1,456.00","$1,683.73",54%,Mark Leal,26/10/2018,05/11/2018,10d,04/12/2018,29d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14920,10/04/2019,05/03/2019,05/03/2019,05/03/2019,28/03/2019,19/03/2019,11/04/2019,Mar-19,Apr-19,,"MW417R002112-AYCA-4UFUW5-9MNS-25-Block 15, Section 56, Monash ",Monash,"$4,646.57","$5,024.79","$9,671.36"," $	10,638.50 ","$2,972.37",,"$2,972.37","$6,698.99",69%,Ertan Cicek,Direct Award,06/11/2018,,23/01/2019,78d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14639,18/01/2019,10/12/2018,10/12/2018,10/12/2018,21/12/2018,24/12/2018,22/01/2019,Dec-18,Jan-19,,"MW417R002121-AYCA-5JF564-9BLC-21-9 Braybrooke Street, Bruce ",Bruce,"$6,491.62","$4,182.24","$10,673.86"," $	11,741.24 ",$700.00,,$700.00,"$9,973.86",93%,Ertan Cicek,Direct Award,06/11/2018,,24/01/2019,79d
A417 New Devs,A417 Greenfield MDU,Nth Coast,Dane Harrington,Inv 14856,26/03/2019,20/02/2019,20/02/2019,20/02/2019,26/02/2019,06/03/2019,26/03/2019,Feb-19,Mar-19,,MW417R002154-AYCA-5MWJQ4-2MAC-22-222 Wallace St Macksville ,Macksville,"$1,559.44","$5,238.77","$6,798.21"," $	7,478.03 ","$3,584.43",,"$3,584.43","$3,213.78",47%,Ertan Cicek,Direct Award,06/11/2018,,04/12/2018,28d
A417 RFQ,A417 RFQ New Devs,Sydney West,Dane Harrington,,,10/04/2019,10/04/2019,10/04/2019,13/05/2019,26/04/2019,,Apr-19,Jan-00,,"MW417R001939 - AYCA-56YY5F - 2CRR-65 - 120-122 Hume Highway, Canley Vale ",Canley Vale,"$5,646.20",$692.37,"$6,338.57"," $	6,972.42 ","$1,600.00",,"$1,600.00","$4,738.57",75%,Mark Leal,24/10/2018,09/11/2018,16d,14/01/2019,66d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,Inv 15032,06/05/2019,22/02/2019,28/03/2019,22/02/2019,27/03/2019,11/04/2019,07/05/2019,Mar-19,May-19,,"MW417R002155-AYCA-5KDIAQ-2ERP-60-67 Newleaf Parade, Bonnyrigg ",Bonnyrigg,"$2,743.66","$1,870.77","$4,614.43"," $	5,075.87 ","$2,049.80",,"$2,049.80","$2,564.63",56%,Ertan Cicek,Direct Award,12/11/2018,,25/01/2019,74d
A417 New Devs,A417 Greenfield MDU,Sydney,Dane Harrington,Inv 14718,15/02/2019,14/12/2018,14/12/2018,14/12/2018,30/01/2019,08/01/2018,15/02/2019,Dec-18,Feb-19,,"MW417R002169-AYCA-55AZ5J-2ASH-63-2 Smith st, Summer Hill",Summer Hill,"$1,560.28","$3,867.02","$5,427.30"," $	5,970.03 ","$2,289.32",,"$2,289.32","$3,137.98",58%,Ertan Cicek,Direct Award,12/11/2018,,29/01/2019,78d
A417 New Devs,A417 Greenfield MDU,Nth Coast,Dane Harrington,,,,30/06/2019,,,,,Jun-19,Jan-00,,MW417R002160-AYCA-4L1IJG-2SWR-20-19 Gregory Street ,South West Rocks,"$3,540.82",$280.80,"$3,821.62"," $	4,203.78 ",,,$0.00,"$3,821.62",100%,Ertan Cicek,Direct Award,13/11/2018,,25/01/2019,73d
A417 New Devs,A417 Greenfield MDU,Sth Coast,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,,"MW417R002170-AYCA-5OO3VM-2WLG-01- Victoria Street, Wollongong",Wollongong,$986.64,,$986.64," $	1,085.30 ",,,$0.00,$986.64,100%,Ertan Cicek,Direct Award,13/11/2018,,29/01/2019,77d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,Inv 15036,08/05/2019,29/03/2019,29/03/2019,29/03/2019,24/04/2019,12/04/2019,09/05/2019,Mar-19,May-19,,"MW417R002159-AYCA-5PIMJX-2STL-66-36A Park Road, Naremburn",Naremburn,"$4,936.16","$13,451.48","$18,387.64"," $	20,226.40 ","$3,578.89",,"$3,578.89","$14,808.75",81%,Ertan Cicek,Direct Award,13/11/2018,,25/01/2019,73d
A417 New Devs,A417 Business Segment,Sth NSW,Mickey Tran,Inv 14760,05/03/2019,04/02/2019,04/02/2019,05/02/2019,08/02/2019,18/02/2019,28/02/2019,Feb-19,Feb-19,,"MW417R002173-AYCA-5S2CD6-2GFT-21-40 Dunn Avenue, Leeton ",Leeton,"$14,914.04","$4,406.93","$19,320.97"," $	21,253.07 ",,,$0.00,"$19,320.97",100%,David Yeomans,17/10/2018,14/11/2018,28d,07/12/2018,23d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,22/05/2019,22/05/2019,30/05/2019,,29/05/2019,12/06/2019,May-19,Jun-19,,"MW417R002182-AYCA-4PRYRR-2PAR-63-161-163 Great Western Hwy, Mays Hill",Mays Hill,"$1,272.51","$4,873.38","$6,145.89"," $	6,760.48 ",$240.00,"$1,768.73","$2,008.73","$4,137.16",67%,Ertan Cicek,Direct Award,14/11/2018,,30/01/2019,77d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,Inv 14909,10/04/2019,18/02/2019,19/02/2019,19/02/2019,26/03/2019,05/03/2019,11/04/2019,Feb-19,Apr-19,,MW417R002172-AYCA-5MHAO7-2SIL-02-NSWRL Centre of Excellence - 1,Silverwater,"$9,772.01",-$417.18,"$9,354.83"," $	10,290.31 ",,,$0.00,"$9,354.83",100%,Ertan Cicek,Direct Award,14/11/2018,,29/12/2018,45d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14924,10/04/2019,04/03/2019,04/03/2019,04/03/2019,13/03/2019,18/03/2019,11/04/2019,Mar-19,Apr-19,,MW417R002018-AYCA-5MCPUX-9SCU-23-151 Drake-Brockman Drive Higgins ACT,Higgins,"$5,746.08","$2,587.46","$8,333.54"," $	9,166.89 ",,,$0.00,"$8,333.54",100%,Ertan Cicek,Direct Award,14/11/2018,,16/01/2019,63d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,,10/06/2019,,,,,Jun-19,Jan-00,,"MW417R002241-AYCA-43APKG-2HOM-20-6-14 Cosgrove Road, Strathfield",Strathfield,"$1,727.14",,"$1,727.14"," $	1,899.85 ","$4,498.39",,"$4,498.39","-$2,771.25",-160%,Ertan Cicek,Direct Award,14/11/2018,,30/01/2019,77d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,10/05/2019,10/05/2019,10/05/2019,30/05/2019,21/05/2019,04/06/2019,May-19,Jun-19,,"MW417R002246-AYCA-4P3YPZ-2BAN-67-107 Chapel Road South, Bankstown",Bankstown,"$5,523.45","$7,058.08","$12,581.53"," $	13,839.68 ","$5,184.92",,"$5,184.92","$7,396.61",59%,Ertan Cicek,Direct Award,14/11/2018,,30/01/2019,77d
A417 New Devs,A417 Greenfield MDU,Sth NSW,Marshell Antonio,,,,30/06/2019,,,,,Jun-19,Jan-00,,"MW417R002156-AYCA-5F1MOI-2MSV-03-Martha Street, Bowral",Bowral,"$4,334.94",,"$4,334.94"," $	4,768.43 ",,,$0.00,"$4,334.94",100%,Ertan Cicek,Direct Award,14/11/2018,,25/01/2019,72d
A417 New Devs,A417 Greenfield MDU,Sth Coast,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,,"MW417R002183 - AYCA-5KIP6Y -2WLG-07-45 Rosemont Street, West Wollongong Ext",Wollongong,$469.92,,$469.92, $	516.91 ,,,$0.00,$469.92,100%,Ertan Cicek,Direct Award,14/11/2018,,30/01/2019,77d
A417 RFQ,A417 RFQ New Devs,Sth NSW,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,,"MW417R002120-AYCA-5FILA6-2BOW-20--12 Marsden Street, Boorowa",Boorowa,"$9,721.02",,"$9,721.02"," $	10,693.12 ",,,$0.00,"$9,721.02",100%,Mark Leal,08/11/2018,15/11/2018,,28/01/2019,74d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,,,,30/12/2019,,,,,Dec-19,Jan-00,,"MW417R002221 - AYCA-54A0VP - 2PYM-62 - 7 Cherry St, Warrawee",Warrawee,"$1,328.35",,"$1,328.35"," $	1,461.19 ",,,$0.00,"$1,328.35",100%,Ertan Cicek,Direct Award,15/11/2018,,31/12/2018,46d
A417 New Devs,A417 HFC DFN,Sydney West,Mickey Tran,Inv 15087,22/05/2019,05/04/2019,16/04/2019,16/04/2019,03/05/2019,03/05/2019,23/05/2019,Apr-19,May-19,,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,West Ryde,"$24,022.14","$83,871.12","$107,893.26"," $	118,682.59 ","$75,609.00","$6,334.17","$81,943.17","$25,950.09",24%,Mark Leal,Direct Award,16/11/2018,,21/12/2018,35d
A417 New Devs,A417 HFC DFN Comm,Sydney,Mickey Tran,Inv 14799,14/03/2019,12/03/2019,12/03/2019,,,,14/03/2019,Mar-19,Mar-19,,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,West Ryde,"$10,295.20",,"$10,295.20"," $	11,324.72 ",,,$0.00,"$10,295.20",100%,Mark Leal,Direct Award,16/11/2018,,21/12/2018,35d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14907,17/04/2019,19/02/2019,19/02/2019,21/02/2019,26/03/2019,05/03/2019,11/04/2019,Feb-19,Apr-19,,"MW417R002299-AYCA-5MVKQ1-9BON-03-1 O'Keefe Avenue, Moncrieff, ACT ",Moncrieff,"$1,682.01","$2,839.13","$4,521.14"," $	4,973.25 ",,,$0.00,"$4,521.14",100%,Ertan Cicek,Direct Award,19/11/2018,,06/12/2018,17d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14942,08/04/2019,08/03/2019,08/03/2019,08/03/2019,25/03/2019,22/03/2019,09/04/2019,Mar-19,Apr-19,,"MW417R002295-AYCA-5AZA4J-9SCU-08-BLOCK 26 SECTION 124, Holt, ACT ",Holt,"$1,671.26","$3,401.60","$5,072.86"," $	5,580.14 ",,,$0.00,"$5,072.86",100%,Ertan Cicek,Direct Award,19/11/2018,,02/02/2019,75d
A417 New Devs,A417 Greenfield MDU,Sydney East,Dane Harrington,Inv 15031,06/05/2019,12/03/2019,12/03/2019,12/03/2019,26/03/2019,26/03/2019,07/05/2019,Mar-19,May-19,,MW417R002292-AYCA-49OZC4-2EAS-65-257 Oxford St - 1,Paddington,"$2,337.72","$14,000.67","$16,338.39"," $	17,972.23 ","$1,747.74",,"$1,747.74","$14,590.65",89%,Ertan Cicek,Direct Award,19/11/2018,,06/02/2019,79d
A417 New Devs,A417 Greenfield MDU,Sydney East,Dane Harrington,,,,30/09/2018,,,,,Sep-18,Jan-00,,"MW417R002291-AYCA-42HX6R-2BON-61-34-42 Spring St, Bondi Junction, ",Bondi Junction,"$1,007.09",,"$1,007.09"," $	1,107.80 ",,,$0.00,"$1,007.09",100%,Ertan Cicek,Direct Award,19/11/2018,,06/02/2019,79d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,Inv 15041,08/05/2019,14/03/2019,14/03/2019,14/03/2019,20/03/2019,18/04/2019,09/05/2019,Mar-19,May-19,,MW417R002312-AYCA-5KPEKH-2NRN-06-Estate-Olive Hill Drvie Cobbitty ,Cobbitty,$536.97,$208.16,$745.13, $	819.64 ,,,$0.00,$745.13,100%,Ertan Cicek,Direct Award,20/11/2018,,15/01/2019,56d
A417 New Devs,A417 Greenfield MDU,Sydney Nth,Mickey Tran,,,,30/06/2019,,,,,Jun-19,Jan-00,,"MW417R002301-AYCA-578FAA-2NSY-02-229 MILLER STREET, NORTH SYDNEY ",North Sydney,$748.98,,$748.98, $	823.88 ,,,$0.00,$748.98,100%,Ertan Cicek,Direct Award,22/11/2018,,06/02/2019,76d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,Inv 14928,10/04/2019,14/02/2019,14/02/2019,14/02/2019,26/02/2019,28/02/2019,11/04/2019,Feb-19,Apr-19,,"MW417R002329-AYCA-5MG99P-2MEN-62-593 Old Illawarra Road, Menai EXT",Menai,"$1,631.42","$2,960.56","$4,591.98"," $	5,051.18 ","$3,261.51",,"$3,261.51","$1,330.47",29%,Ertan Cicek,Direct Award,22/11/2018,,08/02/2019,78d
A417 New Devs,NBN FttC MDUs,Sydney,Rob Panovski,Inv 14763,05/03/2019,16/01/2019,16/01/2019,07/02/2019,15/02/2019,31/01/2019,28/01/2019,Jan-19,Jan-19,,MW417R002345 - 2MIR-21 - MELLAR NPDL_MWR (A417) - Miranda ,Miranda,"$30,623.00","$18,285.00","$48,908.00"," $	53,798.80 ","$17,225.00",,"$17,225.00","$31,683.00",65%,Greg Mouller,22/11/2018,29/11/2018,,21/12/2018,22d
A417 New Devs,NBN FttC MDUs,Sydney,Rob Panovski,Inv 14737,18/02/2019,16/01/2019,16/01/2019,16/01/2019,23/01/2019,31/01/2019,18/02/2019,Jan-19,Feb-19,,MW417R002346 - 2MIR-22 - MELLAR NPDL_MWR (A417)-Miranda,Miranda,"$13,451.00","$9,540.00","$22,991.00"," $	25,290.10 ","$6,370.00",,"$6,370.00","$16,621.00",72%,Greg Mouller,22/11/2018,29/11/2018,,14/12/2018,15d
A417 RFQ,A417 RFQ NSB,Nth Coast,Mickey Tran,Inv 14956,17/04/2019,22/03/2019,25/03/2019,22/03/2019,28/03/2019,08/04/2019,18/04/2019,Mar-19,Apr-19,,MW417R002209-AYCA-5T4J9J-2WAU-21-39 - 41 Production Ave Wauchope NSB,Wauchope ,"$3,522.80","$7,122.72","$10,645.52"," $	11,710.07 ","$5,830.30",,"$5,830.30","$4,815.22",45%,Mark Leal,16/11/2018,23/11/2018,7d,26/12/2018,33d
A417 New Devs,A417 Business Segment,Hunter,Dane Harrington,Inv 14858,28/03/2019,18/02/2019,18/02/2019,18/02/2019,26/02/2019,04/03/2019,26/03/2019,Feb-19,Mar-19,,"MW417R002406-2SIN-22-AYCA-5ST32Q-42-44 ENTREPRISE CRE, MCDOUGALLS HILL",McDougalls Hill,"$35,556.08","$46,751.81","$82,307.89"," $	90,538.68 ","$38,337.51",,"$38,337.51","$43,970.38",53%,Dave Yoemans,08/11/2018,10/12/2018,32d,24/12/2018,14d
A417 New Devs,A417 Business Segment,Sydney,Mickey Tran,Inv 14759,05/03/2019,04/02/2019,04/02/2019,05/02/2019,09/02/2019,18/02/2019,28/02/2019,Feb-19,Feb-19,,"MW417R002426 - 2LIV-68 - AYCA-5ST336 - 78-82 RIVERSIDE RD, CHIPPING NORTON Chipping Norton",,"$15,453.91","$3,990.99","$19,444.90"," $	21,389.39 ","$9,611.86",,"$9,611.86","$9,833.04",51%,Dave Yoemans,08/11/2018,10/12/2018,32d,24/12/2018,14d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,,30/12/2019,,,,,Dec-19,Jan-00,,"MW417R002367-AYCA-4PPBEB-2RYD-63-8 Sherbrooke Rd, West Ryde",West Ryde,"$2,919.27",,"$2,919.27"," $	3,211.20 ",,,$0.00,"$2,919.27",100%,Ertan Cicek,Direct Award,26/11/2018,,12/02/2019,78d
A417 New Devs,A417 Greenfield MDU,Sydney East,Dane Harrington,,,10/05/2019,10/05/2019,,,21/05/2019,04/06/2019,May-19,Jun-19,,MW417R002375-AYCA-5BOGUB-2RED-01-11B Lachlan St Waterloo INT,Waterloo,"$13,668.00",,"$13,668.00"," $	15,034.80 ",,,$0.00,"$13,668.00",100%,Ertan Cicek,Direct Award,26/11/2018,,25/01/2019,60d
A417 New Devs,A417 Greenfield MDU,Sydney East,Dane Harrington,Inv 15108,27/05/2019,18/04/2019,18/04/2019,30/04/2019,14/05/2019,03/05/2019,28/05/2019,Apr-19,May-19,,"MW417R002435-AYCA-5BOGUB-2RED-01-11B Lachlan St, Waterloo EXT",Waterloo,"$3,070.20","$32,109.79","$35,179.99"," $	38,697.99 ","$12,755.95",,"$12,755.95","$22,424.04",64%,Ertan Cicek,Direct Award,29/11/2018,,18/02/2019,81d
