RequestID,EFSCD,Project Status,Comments:
AYCA-5OZYGU,,Completed,"30/11 - Waiting for confirmation of Gas Standby to perform civils.
04/12 - Commenced with civils today, approx 2-3 days to finish
10/12 - Civils and haul completed, require return to perform termination. Only available after 18/12.
12/12 - Access provided to splice on 19/12
20/12 - Pushed out till second week of January due to tech unavailability
08/01 - Successful vis test performed 07/01 - pending perm resto of concrete slab
"
AYCA-5PYJJF ,,Completed,"19/02 - Cable sent up, should receive today or tomorrow
28/02 - Cable hauled, civils link and pit install complete, end up 8 pit with riser. Ready for splicing
05/03 - Splicing 25-29th to attend"
AYCA-5QTMEE,,Completed,"18/02 - CRQ approved for 21/02 to 23/02 to perform MPT swap
26/02 - PON Patching request due to dead SPL. Require 8 patches, only done 3
28/02 - Need to liven up splitter"
AYCA-5RHH4X,25/09/2019,In Construction,"11/01- ROL applied for. night works
17/02 - Materials ordered additional, followed up on ROL/TCP, Dependency in service. Requires site visit
04/03 - Site visit indicated:
- Comms Room not ready
- Lead-in ready
- Pathway to comms ready
16/03 - Booked 27/03 night works
30/03 - Developer advised not ready, they have requested WS 01/04, but will need to be revised for next available
01/05 - issues onsite regards to pit upgrade and picking up existing. Solution is to drop larger pit, require full night - rescheduled after ROL renew for May
11/05 - Reattend site to install pit and link 15/05
23/05 - 12/06 can reattend due to metro project"
AYCA-5ST32Q,,Completed,"12/12 - Customer advised not aware of build approved.
13/12 - Confirmed driller can commence WS 07/01/2019, Ordered materials
08/01 - Driller commenced but found rock plus storm water. Unable to drill using current drill, need to return with appropriate rock drill on Thursday/Friday. Will need to go down 3m deep to avoid storm water.
09/01 - Approved for drill shot into rock, pushed out now 2 weeks time. Driller to provide update of availability
18/01 - Drill complete, civil and haul works 18/01, splicing 
25/01 - Require to reattend to blockage 26/01, planned splicing WS 30/01
29/01 - Postponed splicer, aiming to attend WS 04/02"
AYCA-5ST336,,Completed,"12/12 - Ordered materials, unable to commence construction, CLAAN not issued due to design not approved
20/12 - CLAAN raised, start date 11/01/2019
08/01 - Ordered materials 624997 and commencing haul next week
18/01 - blockage and hauling commenced 18/01"
AYCA-5T4J9J,,Completed,"18/02 - Draft design received, CLAAN issued will commence 01/03
19/02 - Ordered materials, shipped to Kev, will commence after 01/03
28/02 - Pending 10pr copper, no ETA
16/03 - Require to try fix lead-in on 18/03"
AYCA-5UQX4I,,Completed,"16/02 - Materials ordered, LAAN not on priority list, not received. Depending on the option of dependency will depend on the PON Patching. Site not visited
21/02 - Advised change of tech from FTTP to FTTN, received docs
21/02 - Established contact with Peter, apparently 2 pr already servicing a house but not enough to service all prems. Site is already 95% complete and telstra already performed link up. Site visit this afternoon"
AYCA-5V8GAT,,Completed,"01/03 - Rod and rope commenced, SLAAN
1603 - Survey 90%
16/03 - Design delivery 21/03
30/03 - Ordered materials
11/05 - Remaining civils commencing 13/05
28/05 - Civils complete on reroute using existing lead-in and breaking out for new building lead-in.
Splicing 29/05
01/06 - Field completed 31/06, PC Pack 05/06"
AYCA-5V8GEZ,,In Construction,"01/03 - Rod and rope commenced, SLAAN
16/03 - Design delivery 19/03
11/05 - Road crossing planned for WS 20/05
01/06 - Road crossing completed 30/06/2019, hauling completed 31/06, Splicing 05/06/2019"
AYCA-5V8GGB,,Completed,"01/03 - Rod and rope commenced, SLAAN
13/03 - Tentative start date 25/03/2019 and Con-comp 29/03/2019"
AYCA-53VL4I,,Completed,"12/03 - Civils to commence 18/03. ROL requested for our civil works on Castle Hill Rd, pending
16/03 - Blockages commenced
26/03 - 50% of blockages completed
02/04 - 90% blockages completed, 20% hauling
ROL received, Castle Hill Rd window is only 2 nights with 7 hr intervals
- 2 Blockages 09/04 and 10/04
02/04 - worse case, requested ROL for next month
09/04 - Crews booked tonight to utilise existing first, dig downs and pull rope through, rather new build on Castle Hill Rd"
AYCA-5QBJSS,,Completed,"12/03 - Civils commenced, 10% completed
- 2 pits required
- 2 blockage section
- 1 trench section 5m
26/03 - 80% civils, gas standover 18/04 for pit install"
AYCA-5KIM5I,,Completed,"13/03 - Requested dev details and CLAAN
16/03 - Booked in copper aerial jointer 01/04
16/04 - Waiting on direction regarding the developer lead-ins from underground to aerial
01/05 - Requested Michael P/Dave for recommendation before returning
06/05 - Reattending this week to fix lead-ins and perform transitions
14/05 - Prem count updated from 3 to 2"
AYCA-5OJCT8,,Completed,"14/03 - Spoke to customer, heads up, tentative mobilisation to prove LIC first, WS 18/03/2019
26/03 - Lead-in proven, there's actual 6 pit in between.. 220m + 20m
02/04 - Hauling and roping the lead-in week starting 08/04. Forecast PC 
12/04 - Missing pits along route, require vac truck and locator, ducts are blockage by mud - area should not be national park area - if all goes well with vac truck, can tentative PC 03/05"
AYCA-5PAIM1,,Completed,"19/03 - Ordered materials
19/03 - Attending RRP and haull on Week Start 01/04
02/04 - Starting onsite pushed out to next week, due to project up north held up
05/04 - Onsite start 11/04
12/04 - Pushed out to 29/04 due to crew availability. This has been hauled ready for termination and activation on WS 29/04
13/04 - Revise splicing date as customer going on leave. Confirming with customer availability after coming back from leave and hopefully 
01/05 - Confirmed with customer WS 06/05. Proposed PC 10/05"
AYCA-2WNBI8,,Completed,"20/03 - Civil kick off 25/03
25/03 - Cable materials ordered and Hauling has commenced
26/03 - Commenced on blockages and prep haul
09/04 - Follow up on ROL
01/05 - two blockages and two cable hauls remaining. On track for completion 10/05
11/05 - Railway corridor, can commence after 23/05, pushed out completion 31/05
01/06 - Completed 31/06"
AYCA-5JQV6N,,In Construction,"09/04 - Hauled 10%, blockages working through - ROL Requested 01/04
16/04 - Should be receiving ROL tomorrow, follow up. Blockages rectification 30%, Blockage on Hume highway still pending and 2 sections not R&R due to m/h in middle of Hume highway
01/05 - Hauled 30%, 2 major civils pending, ROL should receive by today/tomorrow advised by TMC
07/05 - ROL to come, pending 1 drill, 1 blockage, 1 haul through hume hwy
"
AYCA-5SPCV6,,In Construction,11/05 - Commencement of ordering materials  and requesting ROL
AYCA-5MELWX,,In Construction,"01/05 - Materials ordered, commenced with blockages, progressing.
ROL requesting commenced, 50m civil build main road, 50m civil build road crossing - confirming with driller
11/05 - 20% blockages completed"
AYCA-5E2I7I,,Completed,"01/05 - Ordered materials, no major stoppers, can deliver by end of May
ROL requested
11/05 - Waiting on Todman Ave ROL
01/06 - Completed 31/05"
AYCA-52ZW78,,Completed,"25/03 - Ordered materials, schedule start date
30/03 - WS 01/04 will start hauling, PC on track
09/04 - Pedestrian restriction"
AYCA-45502V,,Completed,"25/03 - Requested site contact, CLAAN and proj number
30/03 - Followed up
09/04 - wait for exemptions
01/05 - Received exemption signed by council. Notifying as long as we do not disturb the trees.
Field completion 20/05
11/05 - 2 out of 3 lots found pairs, middle lot is existing house heritage already connected
Prem count change from 3 to 2"
AYCA-5JCP5O,,Completed,"30/03 - Requested site contact, CLAAN and proj number
03/04 - No CLAAN, DTKS to raise/request on 04/04
09/04 - CLAAN issued by DTKS
16/04 - Confirming attendance date
18/04 - Development not ready, but will have the copper lead-ins at the lead-in pits
01/05 - Site not ready but due to copper, finding available pairs. Only able to find 1 pair out of 4. Require revisit"
AYCA-5HZXRM,,In Construction,"09/04 - Ordered materials, requested ROL, and started pit cleanouts and blockages 10% , 03/04 requested ROL
01/05 - "
WOR100129896564,,,"01/05 - Hauling complete, ready for splicing by end of week. PC 08/05"
AYCA-4Y3W7O,,In Construction,"17/04 - materials ordered, Pending ROL's to come back"
AYCA-4LKVQJ,,In Construction,"01/05 - materials ordered, ROL requests commenced"
AYCA-49ZOSX,,In Construction,
AYCA-31DCKF,,In Construction,"01/05 - materials ordered, ROL requests commenced"
AYCA-4HLUIU,,In Construction,21/05 - Drill shot and civil works required.
WOR100132471129,,In Construction,"20/05 - materials ordered, ROL requests commenced"
WOR100130218736,,Pre-Construction,
AYCA-4WLRNG,,Completed,02/05- Route roped and proven
AYCA-5E4D09,,PC,"16/02- Ready to commence
02/03- Scheduled WS 04/03
02/05- Internals commenced, issues with DSS cable on route "
AYCA-5EJRTN,10/01/2019,In Design,"28/03- DDD submitted 26/03
16/04- CRQ raised for 02/05
18/04- LIC brought out directly to side of pit, cable tray not yet installed
02/05- MPT upgrade complete, need new FDH patching allocation"
AYCA-5G1AHP,30/06/2019,In Design,"28/03- DDD submitted 28/03
16/04- DDD approved
18/04- Developer to bring LIC to boundary after Easter break
09/05- LIC to be brought out next week when scaff is down
22/05- Scaff down this week, plan to install LIC Monday 27/05
31/05- Scaff down in another 2 weeks "
AYCA-5IOF6P,26/06/2019,In Design,"28/03- NDD submitted 07/03
29/03- DDD submitted 29/03
16/04- DDD approved
18/04-  Check on LIC progress mid may as advised by developer"
AYCA-5JO5XA,28/06/2019,In Design,"02/05- DDD submitted 01/05/2019
07/05- Awaiting response
08/05- Materials ordered
31/05- Site is 2 months away"
AYCA-5LZJ26,04/06/2019,PC,"28/03- NDD submitted 15/03
02/04- Advised internals is complete
02/05- DDD Approved
02/05- Materials ordered  642086
02/05- Scoped 03/05
08/05- Scheduled WS 20/05, or when we recieve ROL"
AYCA-5QX4TH,05/04/2019,In Design,"02/05- DDD Due 03/05
09/05- DDD submitted, awaiting response, materials ordered
24/05- LAANs to be issued today"
AYCA-5T1531,,In Design,"16/04- Applied for an ROL 08/04, lead in pit not linked to network, possibly upgrade pit and try and pick up duct, or tench 10m back to 5 pit
31/05- LIC to be brought out Monday"
AYCA-5WOZHL,,Site Visit,"02/03- Ready to go
08/03- Lead in 6 pit needs to be replaced and upgraded, developer looking into it with Telstra
04/04- ready to go"
AYCA-60KQLM,05/10/2019,In Design,"16/04- NDD submitted 04/002/05- DDD submitted 26/04
07/05- Heritage exemtion submitted  02/05
08/05- Waiting for heritage"
AYCA-5E4D09,,PC,"04/04- Waiting for new CPLAN
02/05- Issue with existing DSS cable, need to try and alleviate bend radius, or haul new cable
08/05- Need to redesign new haul"
AYCA-5T1531,,Site Visit,02/05- Pending externals
AYCA-5218CU,,Site Visit,Dependent on a project not yet issued top Datateks
AYCA-3T5IJK,,Completed,
AYCA-5TDQG3,,PC,"29/04- DDD approved
08/05- Scheduled for internal access 16th and 17th may"
AYCA-53IJ1X,,Completed,02/05- Aborginal heritage approved
AYCA-63GR5P,,In Design,
AYCA-5XSYES,,In Design,
AYCA-3KSP3J,,Site Visit,08/05- Waiting for scoping document
AYCA-5TDQG3,,PC,
AYCA-60KQLM,,Site Visit,10/05- Materials ordered
AYCA-58DDCW,,PC,
AYCA-603NCA,,In Design,28/05- DDD due 29/05
,,,
AYCA-63BVQ4,,In Design,
AYCA-4PPE86,,Site Visit,30/05- Materials ordered 645941
AYCA-4KF6NC,,Site Visit,30/05- Materials ordered 645942
AYCA-67X5N1,,In Design,
AYCA-4IUR8S,,In Design,
AYCA-38Z3VZ,,Site Visit,31/05- Materials ordered
AYCA-5667HJ,22/02/2018,Completed,
AYCA-4KXY8F,01/04/2018,Completed,
AYCA-593AE3,01/05/2018,Completed,"24/07: Job awarded. Asked for LAAN and LIFD, now that the property is occupied
09/08: LIFD Requested
15/08: LIFD sent.
16/08: Early waiver is signed by the property owner. DT to liaise with property manager for access to each unit
24/08: SDS and PCD installed. Scheduled in to install NTDs on the 31st of August
31/08: 9 units will have NTD installed today. 1 unit will be installed on the 07/09
06/09: On track for completion by Friday
14/09: PC submitted 07/09"
AYCA-4YPT3F,04/05/2018,Completed,
AYCA-48LNJ7,10/05/2018,Completed,
AYCA-5A3CT0,01/06/2018,NBN Delay,"10/08: job awarded
17/08: Planned to start construction on the 27th of August. LAAN started on the 27th of August
24/08: Additional internal work needs to be completed by the developer. TBA
31/08: civil works completed. Awaiting for the DJL to be installed and internal work
06/09: No update on the A end. Internal work being completed today, as advised by the developer. Internal hauling commencing tomorrow
14/09 - Still waiting for A END DJL - SDS cables hauled
21/09 - no change
28/09 - no change. still awaiting for A End. DJL proposed location is within EPR zone
12/10 - no change
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change. possible push out until 2019
30/11 - no change. no further update will be given until further notice by nbn
."
AYCA-5DBDK2,01/06/2018,Completed,
AYCA-4V3JM3,29/06/2018,Completed,
AYCA-4M2GZ2,29/06/2018,Completed,"06/07 - Blockages on route, dig down repairs required, customer internal route issues.
13/07 - Completed 11/07"
AYCA-5K7QBN,01/07/2018,Completed,"17/08 - design and survey completed. Submitted to nbn for review
24/08 - awaiting for LAAN and LIFD construction
31/08: Scheduled in for WS 17/09
06/09: No change
14/09: no change
21/09: design submitted 17/09. awaiting for nbn response
28/09: design approved 26/09. PC submitted 27/09"
AYCA-52381N,04/07/2018,Completed,
AYCA-4VAQ8P,04/07/2018,Completed,"06/07 - Scheduled copper works week commencing 09/07
13/07 - Completed 11/07"
AYCA-3MEHNA,14/07/2018,Completed,"06/07 - Forecast start date 16/07
13/07 - Identified CTL not installed by Internal NBN Contractors. Will perform coil option"
AYCA-54NU37,31/07/2018,Completed,"06/07 - Quote submitted 20/06
27/07 - no change
03/08 - TTM approved by TCCS ACT . Proposed start date on the 20/08
10/08: NO change
17/08: Planned to start on Tuesday, 21/08/2018
24/08: Drill is completed. R&R, Haul, and ACM pit upgrade to be completed next week
31/08: Awaiting for the revised LAAN to be submitted
06/09: ACM pit removal planned for next week. This will then decide whether additional new build is required
14/09: civil and cable hauling completed. Aim for completion next week
21/09: PC Submitted 18/09"
AYCA-547JTQ,01/08/2018,Completed,
AYCA-5AZ97T,30/08/2018,Completed,"06/07 - Forecast start date 23/07
13/07 - No change
20/07 - No change
27/07 - construction completed on the 26h of July"
AYCA-4VRIOS,31/08/2018,Completed,"06/07 - Quote submitted 05/07
20/07 - Forecast start 13/08
27/07 - no change
03/08 - awaiting for 500m double ended tehter to schedule. Advised by Mark that material will be available to NBN warehouse on the 6th of August
10/08 - no change
17/08 - planned to start construction on 20/08
24/08 - construction completed"
AYCA-59JUMX,06/09/2018,Completed,"06/07 - Quote submitted on 31/05
20/07 - Forecast start 13/08
27/07 - no change
03/08 - no change
10/08 - no change
17/08 - field completion today"
AYCA-3V2064,07/09/2018,Completed,"06/07 - Forecast start date 23/07
13/07 - No change
20/07 - No change
27/07 - construction completed on the 27th of July
03/08 - splicing and testing remain to be completed
10/08 - PC submitted 08/08/2018"
AYCA-5A2PE8,10/09/2018,Completed,21/09 - PC submitted 18/09
AYCA-5FHVE5,14/09/2018,Completed,"31/08: planned to start WS 10/09
06/09: awaiting for LAAN. Planned to prove the external run WS 10/09. complete the installation, both external and internal at the same time. ETA on the internal MWI is unknown
14/09 - Field completed today.
21/09 - PC submitted 17/09"
AYCA-5FHVE5,14/09/2018,Completed,"31/08: planned to start WS 10/09
06/09: awaiting for LAAN. Planned to prove the external run WS 10/09. complete the installation, both external and internal at the same time. ETA on the internal MWI is unknown
14/09 - Field completed today.
21/09 - PC submitted 17/09"
AYCA-4YZZ1I,17/09/2018,Completed,"06/07 - Waiting for Heritage Exemption
13/07 - No change
20/07 - No change
27/07 - no change
03/08 - no change
10/08 - no change
17/08 - No change
24/08 - No change
31/08: No change
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change. Still awaiting for heritage exemption
12/10 - no change
19/10 - no change
26/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - no change. No further update will be given until heritage exemption is approved
07/12 - heritage exemption was given this week
14/12 - scheduled in for Jan 2019
21/12 - no change
11/01 - civil is to commence early next week. planned for field completion 18/01/2019
18/01 - no change
23/01 - PCDs needs to be replaced. Awaiting for stock to come through. 1 lead-in (unit 4) cannot be completed due to a what to be a seperated riser pipe with the UG pipe. Suspect the developer joined the conduit using coreflex in UG rather than a P20 bends
."
AYCA-58DKIW,21/09/2018,Completed,"06/07 - Quote submitted 03/07
20/07 - Forecast start 13/08
27/07 - no change
03/08 - awaiting for 500m double ended tehter to schedule. Advised by Mark that material will be available to NBN warehouse on the 6th of August
10/08 - no change
17/08 - planned to start construction 27/08
24/08 - quote submitted to nbn for the new lead-in on the 22nd of August
31/08: No change. awaiting for approval for the lead-in quote
06/09: no change
14/09 - Lead-in approved. MA to provide forecast start date next week
21/09 - drill booked in 22/10
28/09 - no change
12/10 - Aiming to hold the proposed start date. council work permit application submitted 11/10.
19/10 - council approval obtained on the 15th of October. Start next week
26/10 - Civil is completed. internal haul to commence on Monday 29/10
01/11 - our FSD cable was kinked, highly suspected due to Telstra new fibre. Rehaul completed today, aiming for field completion this week"
AYCA-56GE93,24/09/2018,Completed,"06/09: Planned to start WS 10/09
14/09 - haul and splice completed. PON Patching delay
21/09 - no change
28/09 - no change. Still awaiting for confirmation of the PON Patching readiness
12/10 - no change
19/10 - no change. Still awaiting confirmation of the PON Patching
26/10 - no change
01/11 - Confirmed by Vipin OLT is installed. scheduled in for next week
09/11 - job is completed this week. PC Pack next week"
AYCA-50T2L6,24/09/2018,Completed,"26/08 - Quote sent
06/09 - awaiting for LAAN
14/09 - pon patching delay
21/09 - no change
28/09 - proposed to start on 08/10, assuming PON Patching is ready by today
12/10 - field work completed. PC on 17th of October
19/10 - PC submitted on Monday, 15/10"
AYCA-54E9AY,26/09/2018,Completed,"12/10 - Civil lead-in link up is completed. DJL (A End) is installed. FJL location will need to be moved. 
19/10 - Job is completed. PC Pack next week"
AYCA-5866DJ,27/09/2018,Completed,"06/07 - Quote submitted 06/07, awarded.
13/07 - Forecast start date 13/08
20/07 - No change
27/07 - no change
03/08 - No change
10/08 - forecast start with 37 High St, Parkes
17/08 - planned to start construction on 20/08
24/08 - construction completed"
AYCA-5BRJ2L,05/10/2018,nbn delay,"""28/08 - Materials ordered, CLAAN requested, contact details requested, PON Patching SOW requested 
29/08 - Received Contact, PON Patching details 
31/08 - Waiting on LAANs 
05/09- Still waiting on LAANs, site visit scheduled 06/09/2018 
07/09 - Scoped, site already completed, require to send through photos/details to Ertan, require potential redesign due to lead-in not going to comms room 
21/09 - Advised NBN redesign of external/internal 
12/10- New design received, waiting for waiver from council to commence work before the 30th 
09/11- Waiting on NBN to contact Strata to get access to occupied apartments ""
22/02 - awaiting from Mark regarding the smaller PCD. items are not in our istore catalogue (11015307)
08/03 - no change
05/04 - no change. No further update will be given until advised by nbn"
AYCA-5A18P2,13/10/2018,Completed,"24/08 - site visit and internal planning next week, 27/08
31/08 - construction planned to start WS 10/09
06/09 - rod and rope completed. Hauling pending site access, ETA on 17/09 - on track
14/09 - on track to complete next week
21/09 - developer delay. site induction 28/09
28/09 - still as per plan
12/10 - awaiting confirmation from Ertan regarding extra services
15/10 - confirmed by Ertan the extra services will not impact our external work. PC submitted 15/10"
AYCA-5JRURV,15/10/2018,Completed,"12/10 - planned to start next week
19/10 - job is completed. PC Pack next week"
AYCA-5SMBZ7,23/10/2018,Completed,"07/12 - survey was completed this week. Design to be finalised by mid next week
14/12 - awaiting for nbn response on whether we need to submit the design. Awaiting for CSPO
21/12 - no change
11/01 - design is commencing soon. Still awaiting for CSPO
18/01 - CSPO received. Design to be submitted 31/01
23/01 - no change
22/02 - design approved by nbn on 12/02. Construction has commenced
01/03 - civil and external haul is completed
08/03 - Field completed today. PC next week"
AYCA-5I9AIZ,24/10/2018,Completed,"21/09 - awaiting for Telstra reservation duct
28/09 - no change.
12/10 - Plan to start 22/10. Telstra reservation duct approved 11/10
19/10 - council approval obtained on the 15th of October. Start next week
26/10 - job is due to be completed today"
AYCA-4WVWPI,31/10/2018,Completed,"06/09: Planned to start WS 10/09
14/09 - MA to advise Mark Leal regarding lead-in conduit.
21/09 - awaiting for nbn approval for new lead-in
28/09 - Lead-in quote submitted to Mark Leal on 27/09
12/10 - no change
19/10 - no change
26/10 - no change
01/11 - awaiting for confirmaiton of lead-in
09/11 - lead-in is completed by customer, scheduled in this month
16/11 - job is completed, PC Pack next week"
AYCA-5N4YCV,31/10/2018,Completed,"12/10 - job awarded 11/10. material ordered
19/10 - LAAN received. Crew tentatively booked for the 05/11/2018
25/10 - no change
01/11 - no change
09/11 - job is completed. PC Pack next week
16/11 - job was delayed last week due to insufficient time to complete the test. Job is completed this week. PC Pack next week"
AYCA-5N4YCV,31/10/2018,Completed,"26/10 - Aim to completed this at the same week as the external
01/11 - no change
09/11 - job is completed, PC Pack next week
16/11 - job was delayed last week due to insufficient time to complete the test. Job is completed this week. PC Pack next week"
AYCA-4E9HF0,01/11/2018,Completed,"06/08- Site visit required, materials order request sent 
10/08 - no change
17/08 - No change
24/08 - no change
31/08 - consruction will start WS 10/09
06/09 - delayed until WS 17/09 due to parent site delay
14/09 - no change
21/09 - delayed parent site for another week
28/09 - parent site delayed, until 05/10
12/10 - job was completed by others. awaiting advise from nbn
15/10 - Vipin advises us to submit PC. PC submitted on Monday"
AYCA-4LHC6F,01/11/2018,Completed,"06/07 - Forecast start date 26/07
13/07 - No change
20/07 - No change
27/07 - no change
03/08 - No change
10/08 - delay start date until TBA
17/08 - no change
24/08 - no change
31/08 - construction will start WS 03/09
06/09 - construction delayed until WS 10/09
14/09 - field completed today
21/09 - PC submitted 17/09"
AYCA-4K6VYT,03/11/2018,Completed,"27/07 - Ordered materials, require site visit
03/08 - site visit done. No construction is required
10/08 - No change
17/08 - no change
24/08 - no change
31/08 - no change
06/09 - no change
14/09 - PC submitted 07/09"
AYCA-57Y170,07/11/2018,Completed,"22/07 - Material order request sent, site visit required
27/07 - no change
03/08 - No change
10/08 - no change
17/08 - plan to start construction 27/08
24/08 - no change
31/08 - construction will start WS 03/09
06/09 - external haul completed. Awaiting for instruction on internal distance
14/09 - Made contact with dev. Aim to complete WE 28/09/2018
21/09 - no change
24/09 - CTL enclosure (aluminium box) has not been installed yet. Due to be installed by the electrician this week. Planned to complete the job next week, 05/10/2018
12/10 - PC submitted this week"
AYCA-5PIVSY,13/11/2018,Completed,"01/11 - received the job 31/10
09/11 - planned to be completed this week. PC Pack planned for next week"
AYCA-5PIVSY,13/11/2018,Completed,"01/11 - received the job 31/10
09/11 - planned to be completed this week. PC Pack planned for next week"
AYCA-5SZ0LP,15/11/2018,Completed,"02/05 - scope is completed. CLAAN starts 09/05. Plan to start on WS 13/05
10/05 - to start next week
18/05 - field completed this week"
AYCA-52S52D,19/11/2018,Completed,"06/07 - Forecast rehaul 24/07
13/07 - No change
20/07 - No change
27/07 - construction completed on the 26th of July"
AYCA-50OJVS,21/11/2018,Completed,"21/09 - material ordered
28/09 - aim to start 15/10
12/10 - no change
19/10 - direct buried section was identified. Need an underbore team, tentatively booked in 12/11. ACM pit also required to be upgraded. 
22/10 - awaiting for the updated LAAN
24/10 - council advised us that work cannot commenced until 30/11
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - possible start next week
30/11 - civil is being done this week. aiming for field completion by the 7th of December
07/12 - field completed. PC submission mid next week"
AYCA-5JF564,23/11/2018,Completed,"09/11 - site visit next week
16/11 - new footpath has been poured. Developer asked us to delay civil until their footpath work is certified by council, which probably by end of this week
23/11 - civil works completed. External haul completed. Awaiting for internal design
30/11 - no change
07/12 - internal design sent to us 05/12"
AYCA-4P6YWU,30/11/2018,Completed,"15/08 - Materials ordered, requires site visit, LAAN received
17/08 - no change
24/08 - no change
31/08 - civil and external haul is completed. Awaiting developer to be ready, in 4 weeks
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - no change
19/10 - no change
25/10 - aiming for completion next week
01/11 - pushed out to WS 12/11/2018
09/11 - no change
16/11 - PC submitted today"
AYCA-4P6YWU,30/11/2018,Completed,"15/08 - Materials ordered, requires site visit, LAAN received
17/08 - no change
24/08 - no change
31/08 - civil and external haul is completed. Awaiting developer to be ready, in 4 weeks
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - no change
19/10 - no change
25/10 - aiming for completion next week
01/11 - pushed out to WS 12/11/2018
09/11 - no change
16/11 - PC submitted today"
AYCA-61L3QL,01/12/2018,Pre-Construction,"02/05 - survey is in progress
18/05 - on hold for FDH relocation
24/05 - quote is approved. FDH location document to be created soon"
AYCA-4QEPUO,03/12/2018,Completed,"10/08 - Quote provided to NBN
14/08 - Project issued to DT
24/08 - planned on start construction 10/09
31/08 - awaiting LAAN response
06/09 - no change
14/09 - LAAN received. To commenced WS 24/09/2018
21/09 - no change
28/09 - PC submitted 27/09"
AYCA-21R8AP,03/12/2018,Completed,"06/07 - Ordered materials, require site visit
13/07 - Forecast start date 03/09
20/07 - No change
27/07 - no change
03/08 - no change
10/08 - no change
17/08 - no change
24/08 - no change
31/08 - developer will be ready on the 17th of September
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - planned to start next week
19/10 - civil is completed
25/10 - aiming for completion next week"
AYCA-5SK61D,05/12/2018,Completed,"11/01 - CSPO received this week. Site visit next week
18/01 - work order is completed. PC due next week"
AYCA-5SK61D,05/12/2018,Completed,"11/01 - CSPO received this week. Site visit next week
18/01 - work order is completed. PC due next week"
AYCA-5MT9Y3,10/12/2018,Completed,"19/10 - job awarded 17/10. Material ordered. LAAN received. Awaiting for LAAN start date
25/10 - LAAN start on the 29th of October
01/11 - Hauling has commenced
09/11 - no change
16/11 - splicing next week. Hauling completed
23/11 - awaiting for confirmation on the internal build
30/11 - internal build confirmed by the end of this week. aiming to finish external construction by the 7th of December
07/12 - field completed this week. PC submission mid next week"
AYCA-4OJUJI,10/12/2018,Completed,"13/07 - Hauling commenced 12/07
27/07 - no change
03/08 - no change
10/08 - TBA on civil schedule
17/08 - no change
24/08 - no change
31/08 - civil scheduled in on WS 10/09
06/09 - no change
14/09 - field completed today
21/09 - aim for PC 25/09/2018
28/09 - PC submitted on 24/09"
AYCA-4LYVIU,17/12/2018,Completed,"23/07 - No response from developer since 2017
03/08 - No change
24/08: no change
31/08: N0 change
06/09 - ETA start on mid october
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - construction to start on the week 5th of November
19/10 - no change
26/10 - no change
01/11 - no change
09/11 - planned to be completed this week
16/11 - PC submitted today"
AYCA-53Y6BS,20/12/2018,Completed,"23/11 - civil works completed. External haul to commence next week
30/11 - aiming to field completion by the 7th of December
07/12 - field completed this week. PC submission by mid next week"
AYCA-5JRURV,21/12/2018,Completed,"23/10 - job awarded 22/10. Material ordered
01/11 - awaiting developer to install power/electricity to site
09/11 - no change
16/11 - advised by the developer that the power will be installed end of November
23/11 - no change
30/11 - no change
07/12 - field completed this week. PC submission by mid next week"
AYCA-5L1XWG,21/12/2018,In construction,"27/02 - CSPO and intial scope received on 25/02. NDD to be submitted to nbn 28/02
01/03 - NDD submitted to nbn on 28/02
05/03 - nbn review of the NDD today
-12/03 NDD feedback received 
-14/03 Revised NDD delivered
19/03 - NDD Approved
22/03 - DDD in progress
27/03 - DDD submitted.
05/04 - Queries sent to nbn regarding lead-in and who wil contact AHG head office
12/04 - tried to contact the contractor who build the communication line. no response. will try again next week
18/04 - Obtained the internal pathway from the contractor that build the AHG site. Will send someone out there early next week to rescope the run
26/04 - ROL applied on 24/04. Require detailed investigation to find the lead-in conduit
02/05 - awaiting for ROL
10/05 - ROL obtained. scheduled in next week to locate lead-in and possible link up
18/05 - civil and haul to be completed WE 24/05
24/05 - civil is completed. haul is to be completed next week due to access
31/05 - field completed this week. PC next week"
AYCA-568KCW,07/01/2019,Completed,"01/11 - LAAN requested
09/11 - awaiting for LAAN
16/11 - site visit next week
23/11 - planned to be completed next 2 weeks
30/11 - field completed this week"
AYCA-4DQVDO,09/01/2019,Completed,"28/03 - clarification request sent to Mary
05/04 - Start when the CLAAN active
12/04 - job to be completed next week
18/04 - job completed"
