Job No.,Job Name,ID No.,Type of Cost,Cost Code,Project Cost,Date,Month Incurred Credit or Debit,Memo,Debit,Project Revenue,Credit,Sydney Staff & Wagga staff,Cost breakup,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20797 - 2RYD-03 - AYCA-1SUDYS – 15 Porter St Ryde - La Pearl,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20620 - 2EPP-05 - AYCA-3071BP - Macquarie Park Village,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
INV,NBN Sydney,88990-7-2017,Overhead,Overhead,Overhead,7/31/17,Jul-17,Supagas - 4 x Monthly Rental of LPG 15kg Cylinder,$20.00,,,,,,,,,,,
INV,NBN Sydney,88990-7-2017,Overhead,Overhead,Overhead,7/31/17,Jul-17,Supagas - 2 x LPG 15kg cylinder,$66.18,,,,,,,,,,,
CN,NBN Sydney,CN-12520,Revenue,NBN A401 New Devs,MW20554 - AYCA-2DO5HN - MNJG 145 Princes Hwy Dapto,8/1/17,Aug-17,NBN Co Sydney - MW20554 - AYCA-2DO5HN - MNJG 145 Princes Hwy Dapto - 1,,,,,,,,,,,,
INV,NBN Sydney,INV-12360a,Revenue,NBN A401 New Devs,MW20679 - 2LJT-02 - MPS-012 - 3 Corella ,8/1/17,Aug-17,NBN Co Sydney - MW20679 - OOMWI - 2LJT-02 - MPS-012 - 3 Corella ,,,"$1,359.32",,,,,,,,,
CN,NBN Sydney,CN-12509,Revenue,NBN A401 Minor Works Credit,NBN Co Sydney -  MW20187 - 2CBT-01-14_10 & 2CBT-04-14 ,8/1/17,Aug-17,"NBN Co Sydney -  MW20187 - 2CBT-01-14_10 & 2CBT-04-14
incorrect adjustment amount ","-$13,228.89",,,,,,,,,,,
CN,NBN Sydney,CN-12500,Revenue,NBN A401 New Devs Credit,MW20679 - 2LJT-02 - MPS-012 - 3 Corella ,8/1/17,Aug-17,NBN Co Sydney - MW20679 - OOMWI - 2LJT-02 - MPS-012 - 3 Corella ,"-$6,239.62",,,,,,,,,,,
INV,NBN Sydney,INV-12168a,Revenue,NBN A401 New Devs, MW20500 - AYCA-1ET803 - PEEL RIVER ESTATE,8/1/17,Aug-17,NBN Co Sydney - MW20500 - AYCA-1ET803 - PEEL RIVER ESTATE – 1_MT_LFN,,,$0.01,,,,,,,,,
INV,NBN Sydney,INV-12163b,Revenue,NBN A417 MDU,MW20417 - AYCA-2XQPKW - Australian Int'l Academy Kellyville ,8/17/17,Aug-17,NBN Co Sydney - MW20417 - AYCA-2XQPKW - Australian Int'l Academy Kellyville - 3 ,,,"$1,618.67",,,,,,,,,
INV,NBN Sydney,INV-12496,Revenue,NBN A401 New Devs,MW20720 - AYCA-4BHWVV - Argyle Community Housing ,8/17/17,Aug-17,NBN Co Sydney - MW20720 - AYCA-4BHWVV - Argyle Community Housing - 1 ,,,"$3,135.04",,,,,,,,,
INV,NBN Sydney,INV-12498,Revenue,NBN A401 New Devs,MW20613 - AYCA-3CGK8N - Tulkaba View ,8/17/17,Aug-17,NBN Co Sydney - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,,,"$3,471.50",,,,,,,,,
INV,NBN Sydney,INV-12499a,Revenue,NBN A417 MDU,MW20876 - 2RIV-02 AYCA - 499AY5 - 34-36 Schofields - North Park - 10,8/24/17,Aug-17,NBN Co Sydney - MW20876 - SOPR MWI - 2RIV-02 AYCA - 499AY5 - 34-36 Schofields - North Park - 10 external ,,,$957.28,,,,,,,,,
INV,NBN Sydney,DR210180520.0,Overhead,Overhead,Overhead,8/14/17,Aug-17,"SUEZ Recycling & Recovery Pty Ltd - Asbestos Disposal
Time in: 14/08/17 9:13am
Time out: 14/08/17 9:27
0.80t @ $350/t",$280.00,,,,,,,,,,,
INV,NBN Sydney,496549,Overhead,Overhead,Overhead,8/15/17,Aug-17,Wagga Wagga Council - Waste Depot - Asbestos Disposal @ $7.8125 per bag (NBN Dubbo AYCA-35AM2J),$7.10,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,,,,8/31/17,Aug-17,"E-Toll Business Operations Centre - TAG NO 10166430 KE BX10GL Izuzu Tipper SYD",$265.74,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,,,,8/31/17,Aug-17,"E-Toll Business Operations Centre - TAG NO 10166426 DMJ74G Toyota Hiace SYD",$276.65,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,Overhead,Overhead,Overhead,8/31/17,Aug-17,E-Toll Business Operations Centre - Video Fee ,$4.73,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,,,,8/31/17,Aug-17,E-Toll Business Operations Centre - PLATE IDENTIFIED - BX04GL ,$40.71,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,Overhead,Overhead,Overhead,8/31/17,Aug-17,"E-Toll Business Operations Centre - TAG NO 4088301  CHV14B Toyota Hilux SYD",$202.83,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,,,,8/31/17,Aug-17,E-Toll Business Operations Centre - TAG NO 3665998 GB BU59MS Toyota Hiace Van,$135.48,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,Overhead,Overhead,Overhead,8/31/17,Aug-17,"E-Toll Business Operations Centre - TAG NO 3166280  GC BE38NA Toyota cruiser Gilbert",$44.54,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,Overhead,Overhead,Overhead,8/31/17,Aug-17,"E-Toll Business Operations Centre - TAG NO 3829695  GC GCC00K F250 Ford",$7.14,,,,,,,,,,,
INV,NBN Sydney,B VISA E-TOLL August 2017,Overhead,Overhead,Overhead,8/31/17,Aug-17,"E-Toll Business Operations Centre - TAG NO 3665999 Gilbert Commodore
GC 63C00K Holden Commodore",$29.08,,,,,,,,,,,
INV,NBN Sydney,51603379,DJC,NBN A401 New Devs DJC,MW20436 - AYCA-3B8YY0 - Warrana Place – 2,8/19/17,Aug-17,"TNT Australia Pty Ltd - 14/08/17
Con note no: 806938646
Destination: Mayfield",$29.69,,,,,,,,,,,
INV,NBN Sydney,18533963,DJC,AARNet DJC Internals,ARRNet - ICQ-315 IPT2073 WSU Parramatta Square Western Lead-in,8/1/17,Aug-17,"Kennards Hire - 37833
Trailer - Furniture (L92820)
From 26/07/17 to 1/08/17",$136.36,,,,,,,,,,,
INV,NBN Sydney,18533963,DJC,AARNet DJC Internals,ARRNet - ICQ-315 IPT2073 WSU Parramatta Square Western Lead-in,8/1/17,Aug-17,"Kennards Hire - 370764
Scaffold - Alum 3.5m Double Width
From 26/07/17 to 1/08/17",$563.64,,,,,,,,,,,
INV,NBN Sydney,882355,Overhead,Overhead,Overhead,8/7/17,Aug-17,"Mitronics - MC.DSA
Digital Support Agreement - Chargeable",$39.95,,,,,,,,,,,
INV,NBN Sydney,882355,Overhead,Overhead,Overhead,8/7/17,Aug-17,"Mitronics - MC.COLOUR.PAGE
Serial No - A02E041005704
Colour Last Read - 219,102 8/07/2017
Current Read - 220,630 Prints - 1,528",$171.13,,,,,,,,,,,
INV,NBN Sydney,882355,Overhead,Overhead,Overhead,8/7/17,Aug-17,"Mitronics - MC.BLACK.PAGE
Serial No - A02E041005704 Black Last Read - 212,354 8/07/2017
Current Read - 212,632 Prints - 278",$2.86,,,,,,,,,,,
INV,NBN Sydney,,,,,,,,,,,,,,,,,,,
INV,NBN Sydney,020-23154-7214,DJC,Visionstream DJC,VPL - FttB Re Design 2DAL-26,8/8/17,Aug-17,Bunnings Warehouse - Sealant Construct Polyurethane 310ml 2HP Crt Gry Sikaflex Pro,$14.91,,,,,,,,,,,
INV,NBN Sydney,9517382,DJC,NBN A401 Minor Works,MW20764 - 2BLK-12-07 - Lot 21 Western MTQY/2 Rudders/Unit 40 - 15 Valediction,8/14/17,Aug-17,"ALTUS Traffic - NBN Network Shortfall
Supply of traffic controllers at Job# 610495534-0803 2BLK-07-16-Brabham
Great Western Highway, Eastern Creek","$1,396.00",,,,,,,,,,,
INV,NBN Sydney,9517404,DJC,AARNet DJC Internals,ARRNet - ICQ-315 IPT2073 WSU Parramatta Square Western Lead-in,8/14/17,Aug-17,"ALTUS Traffic - AARNet-759635-03082
Supply of Traffic Controllers at Macquarie St, Parramatta.
Job No: 610494886-0803",$752.23,,,,,,,,,,,
INV,NBN Sydney,013-92075-7086,DJC,Visionstream DJC,VPL - FttB Re Design 2DAL-26,8/22/17,Aug-17,Bunnings Warehouse - Selleys Armour Flex 465g White 100353,$45.68,,,,,,,,,,,
INV,NBN Sydney,013-92075-7086,DJC,Visionstream DJC,VPL - FttB Re Design 2DAL-26,8/22/17,Aug-17,Bunnings Warehouse - Conduit Fit Trade pk50 Deta 25mm Metal Half Saddle2686BT,$18.73,,,,,,,,,,,
INV,NBN Sydney,013-92075-7086,DJC,Visionstream DJC,VPL - FttB Re Design 2DAL-26,8/22/17,Aug-17,Bunnings Warehouse - Trowel Plasterer Trojan 19mm Sml TJ10030,$12.71,,,,,,,,,,,
INV,NBN Sydney,71 A89887,DJC,,,8/23/17,Aug-17,"Middy's Data & Electrical - OME 25DTF
Duct Tape Flame Retard 0 13x48mmx30m Silver",$13.75,,,,,,,,,,,
INV,NBN Sydney,71 A89887,DJC,,,8/23/17,Aug-17,"Middy's Data & Electrical - RIP 25WH
Tape PVC 19mm x 20m Roll White",$10.70,,,,,,,,,,,
INV,NBN Sydney,71 A89887,DJC,,,8/23/17,Aug-17,"Middy's Data & Electrical - RIP 25BK
Tape PVC 19mm x 20m Roll Black",$1.07,,,,,,,,,,,
INV,NBN Sydney,00050946,DJC,,,8/23/17,Aug-17,Silverdale Sand & Soil Pty Ltd - Delivery,$11.00,,,,,,,,,,,
INV,NBN Sydney,00050946,DJC,,,8/23/17,Aug-17,Silverdale Sand & Soil Pty Ltd - 20mm Crushed Asphalt,$32.73,,,,,,,,,,,
INV,NBN Sydney,71 A89887,DJC,,,8/23/17,Aug-17,"Middy's Data & Electrical - REP SB-S36701
Sharpie Retractable Marker Fine Point Bk",$4.19,,,,,,,,,,,
INV,NBN Sydney,71 A89887,DJC,,,8/23/17,Aug-17,"Middy's Data & Electrical - RAY 4-1191891-1
TDux-35 Inflatable Seal Sys MOQ25 258512",$430.00,,,,,,,,,,,
INV,NBN Sydney,22587,DJC,,,8/23/17,Aug-17,"TANDEM - ISG Management Pty Ltd - 43300011
Tape, PVC Adhesive 19mm Wide Black Roll",$20.00,,,,,,,,,,,
INV,NBN Sydney,22587,DJC,,,8/23/17,Aug-17,"TANDEM - ISG Management Pty Ltd - 4300038
Tape, Adh Duct Sealing PVC 50mmx30m Silver",$53.00,,,,,,,,,,,
INV,NBN Sydney,22587,DJC,,,8/23/17,Aug-17,"TANDEM - ISG Management Pty Ltd - 64202001
Screw, SD Type 17 SS Hex 14-10GX35mm",$170.79,,,,,,,,,,,
INV,NBN Sydney,71 A89887,DJC,,,8/23/17,Aug-17,"Middy's Data & Electrical - AMP G35J
Wall Plugs in jar green 35mmx12g (pk 100)",$8.30,,,,,,,,,,,
INV,NBN Sydney,22587,DJC,,,8/23/17,Aug-17,"TANDEM - ISG Management Pty Ltd - 26900092
Tie, Cable Self-Locking UV Res 2.5x100",$10.35,,,,,,,,,,,
INV,NBN Sydney,22587,DJC,,,8/23/17,Aug-17,"TANDEM - ISG Management Pty Ltd - 43300263
Tape, PVC Adhesive 18mm x 20m Red Roll",$10.20,,,,,,,,,,,
INV,NBN Sydney,739598-280,DJC,,,8/30/17,Aug-17,"TLE Electrical - APPMC25GR
Flex Conduit Elect M/Duty 25mm 10mPVC Grey",$40.49,,,,,,,,,,,
INV,NBN Sydney,739598-280,DJC,,,8/30/17,Aug-17,"TLE Electrical - APPJC20WH
Coupling Plain-Plain 20mm PVC White",$13.27,,,,,,,,,,,
INV,NBN Sydney,739634-280,DJC,,,8/30/17,Aug-17,"TLE Electrical - REEGSA6854C
Roof and Plumbing Sealant Clear 300g Cartridge",$11.89,,,,,,,,,,,
INV,NBN Sydney,739634-280,DJC,,,8/30/17,Aug-17,"TLE Electrical - CLI180/25
Half Saddle Metal 25mm ZP Steel",$19.13,,,,,,,,,,,
INV,NBN Sydney,739634-280,DJC,,,8/30/17,Aug-17,"TLE Electrical - CLI180A25
Half Saddle Metal 6.5mm Fixing 25mm ZP steel",$20.25,,,,,,,,,,,
,,,,,,Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Travel & Entertainment Transactions,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,INV,Eddie Road Lunch Shop - Lunch supplied for Staff meeting,534398,32.73,,,,,,,,,,
,,,,,,Total,,,,32.73,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,32.73,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Subcontractors - Sydney  Transactions,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/1/17,INV,Schokman Pty Limited - NBN MWA - Various Jobs 020817,2290,42561.19,,,,,,,,,,
,,,,,,8/1/17,INV,"ALTUS Traffic - Supply of Traffic Controllers at Corner of Civil Place and Macquarie St, Parramatta 25/07/17 & 26/07/17",9516894,2234.22,,,,,,,,,,
,,,,,,8/6/17,INV,Warriewood Consultancy - Datateks Day Rate,INV-0126,9642.3,,,,,,,,,,
,,,,,,8/9/17,INV,"Schokman Pty Limited - NBN MWA AYCA-4D6AY6
Non Standard Build - 94 Popes Rd",2293,10667.8,,,,,,,,,,
,,,,,,8/9/17,INV,"Schokman Pty Limited - NBN MWA AYCA-4615YX
878 Pacific Hwy, Lisarow",2294,4792.94,,,,,,,,,,
,,,,,,8/9/17,INV,"Schokman Pty Limited - NBN MWA AYCA-482KZM 
35 Georges River Rd, Croydon Park",2295,3891.77,,,,,,,,,,
,,,,,,8/19/17,INV,O.S Cable Services Pty Ltd - AARNet Parramatta Job 7/08/17,00025,2000,,,,,,,,,,
,,,,,,8/19/17,INV,O.S Cable Services Pty Ltd - AARNet Parramatta Job 3/08/17,00025,1500,,,,,,,,,,
,,,,,,8/20/17,INV,Warriewood Consultancy - Datateks Day Rate,INV-0127,9642.3,,,,,,,,,,
,,,,,,8/23/17,INV,Schokman Pty Limited - NBN MWA20491 - AYCA-3W8T05-2PAR-60 Amos St,2312,615.6,,,,,,,,,,
,,,,,,8/27/17,INV,"ALTUS Traffic - AYCA-2568YW-25-29 Harbour St - Traffic Control 22/08/17 Docket 610945858 06:30-16:00 x 2
",9518845,957.49,,,,,,,,,,
,,,,,,8/27/17,INV,"ALTUS Traffic - AYCA-2568YW-25-29 Harbour St - Traffic Control 21/08/17 Docket 610945253 06:30-16:00 x 2 incl ROL and TCP
",9518845,1192.49,,,,,,,,,,
,,,,,,8/28/17,INV,"5SMITHS - NBN MWA 
MW20367-2NRN-03-AYCA-3H6ZBG
61 Smeaton Grange Rd",01803569,1574.16,,,,,,,,,,
,,,,,,Total,,,,91272.26,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,91272.26,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Allow Tools Transactions - Tech,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Earnings,Payroll Expense Journal - PD-570,57.18,,,,,,,,,,
,,,,,,8/14/17,PE,Earnings,Payroll Expense Journal - PD-574,76.24,,,,,,,,,,
,,,,,,8/21/17,PE,Earnings,Payroll Expense Journal - PD-579,76.24,,,,,,,,,,
,,,,,,8/28/17,PE,Earnings,Payroll Expense Journal - PD-583,76.24,,,,,,,,,,
,,,,,,,,GC,Tools,38.12,,,,,,,,,,
,,,,,,,WE 13/8/2017,"DW,BA,ENW - NBN ACT",Tools,33.78,,,,,,,,,,
,,,,,,,WE 20/8/2017,"DH,DW - NBN ACT",Tools,22.88,,,,,,,,,,
,,,,,,Total,,,,380.68,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,380.68,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Allow Tools A/T  Transactions - Tech/Trainee ,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Earnings,Payroll Expense Journal - PD-570,19.06,,,,,,,,,,
,,,,,,,WE 20/8/2017,MR - NBN ACT,Tools,11.44,,,,,,,,,,
,,,,,,Total,,,,30.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,30.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Allow Travel/OT Transactions  - Tech,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Reimbursements,Payroll Expense Journal - PD-570,60.12,,,,,,,,,,
,,,,,,8/14/17,PE,Reimbursements,Payroll Expense Journal - PD-574,30.06,,,,,,,,,,
,,,,,,8/28/17,PE,Reimbursements,Payroll Expense Journal - PD-583,30.06,,,,,,,,,,
,,,,,,,,Reimbursements - GC,OTTA,3669.25,,,,,,,,,,
,,,,,,,WE 13/8/2017,"DW,BA,ENW - NBN ACT ",OTTA,1575,,,,,,,,,,
,,,,,,,WE 20/8/2017,"DH,DW - NBN ACT",OTTA,1095.09,,,,,,,,,,
,,,,,,,,WR,OTTA,909.85,,,,,,,,,,
,,,,,,,,CC,OTTA,365.03,,,,,,,,,,
,,,,,,Total,,,,7734.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,7734.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Direct Wages Transactions,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Earnings,Payroll Expense Journal - PD-570,7747.95,,,,,,,,,,
,,,,,,8/14/17,PE,Earnings,Payroll Expense Journal - PD-574,9752.45,,,,,,,,,,
,,,,,,8/21/17,PE,Earnings,Payroll Expense Journal - PD-579,7905.53,,,,,,,,,,
,,,,,,8/28/17,PE,Earnings,Payroll Expense Journal - PD-583,8397.52,,,,,,,,,,
,,,,,,,,GC,Wages,4136.92,,,,,,,,,,
,,,,,,,WE 13/8/2017,"DW,BA,ENW - NBN ACT ",Wages,2417.77,,,,,,,,,,
,,,,,,,WE 20/8/2017,"DH,DW - NBN ACT",Wages,1827.8,,,,,,,,,,
,,,,,,Total,,,,42185.94,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,42185.94,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Direct Wages A/T Transactions- Tech/Trainee ,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Earnings,Payroll Expense Journal - PD-570,916.19,,,,,,,,,,
,,,,,,,,MR -NBN ACT,Wages,753.15,,,,,,,,,,
,,,,,,Total,,,,1669.34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,1669.34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Payroll Tax Expense Transactions,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/4/17,INV,NSW Office of State Revenue - NSW OSR Payroll Tax July 2017 - Sydney 28%,NSW OSR Payroll Tax July 2017,1824.22,,,,,,,,,,
,,,,,,Total,,,,1824.22,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,1824.22,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Superannuation Transactions - Admin,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Superannuation Expense,Payroll Expense Journal - PD-570,92.44,,,,,,,,,,
,,,,,,8/14/17,PE,Superannuation Expense,Payroll Expense Journal - PD-574,92.44,,,,,,,,,,
,,,,,,8/21/17,PE,Superannuation Expense,Payroll Expense Journal - PD-579,92.44,,,,,,,,,,
,,,,,,8/28/17,PE,Superannuation Expense,Payroll Expense Journal - PD-583,92.44,,,,,,,,,,
,,,,,,,,AA ,Super,55.99,,,,,,,,,,
,,,,,,,,RM,Super,133.17,,,,,,,,,,
,,,,,,,,CC,Super,58.46,,,,,,,,,,
,,,,,,Total,,,,617.38,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,617.38,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Superannuation (5-3002) Transactions  - Techs,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Superannuation Expense,Payroll Expense Journal - PD-570,547.49,,,,,,,,,,
,,,,,,8/14/17,PE,Superannuation Expense,Payroll Expense Journal - PD-574,544.63,,,,,,,,,,
,,,,,,8/21/17,PE,Superannuation Expense,Payroll Expense Journal - PD-579,547.94,,,,,,,,,,
,,,,,,8/28/17,PE,Superannuation Expense,Payroll Expense Journal - PD-583,553.65,,,,,,,,,,
,,,,,,,,GC,,315.74,,,,,,,,,,
,,,,,,,WE 13/8/2017,"DW,BA,ENW - NBN ACT ",,220.76,,,,,,,,,,
,,,,,,,WE 20/8/2017,"DH,DW,MR-NBN ACT",,201.52,,,,,,,,,,
,,,,,,Total,,,,2931.73,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,2931.73,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Telephone Allowance Transactions- ADMIN,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Earnings,Payroll Expense Journal - PD-570,23.08,,,,,,,,,,
,,,,,,8/14/17,PE,Earnings,Payroll Expense Journal - PD-574,23.08,,,,,,,,,,
,,,,,,8/21/17,PE,Earnings,Payroll Expense Journal - PD-579,23.08,,,,,,,,,,
,,,,,,8/28/17,PE,Earnings,Payroll Expense Journal - PD-583,23.08,,,,,,,,,,
,,,,,,,,AA & RM,Tele,20,,,,,,,,,,
,,,,,,Total,,,,112.32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/31/17,,Balance,,112.32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Wages & Salaries Transactions- ADMIN,,,,,,,,,,,,,,
,,,,,,DATATEKS Pty Ltd,,,,,,,,,,,,,,
,,,,,,Sydney,,,,,,,,,,,,,,
,,,,,,From 1 Aug 2017 to 31 Aug 2017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Date,Type,Transaction,Reference,Debit,Credit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,8/7/17,PE,Earnings,Payroll Expense Journal - PD-570,950,,,,,,,,,,
,,,,,,8/14/17,PE,Earnings,Payroll Expense Journal - PD-574,991.25,,,,,,,,,,
,,,,,,8/21/17,PE,Earnings,Payroll Expense Journal - PD-579,1062.51,,,,,,,,,,
,,,,,,8/21/17,PE,Earnings,Payroll Expense Journal - PD-579,,$0.01,,,,,,,,,
,,,,,,8/28/17,PE,Earnings,Payroll Expense Journal - PD-583,950,,,,,,,,,,
,,,,,,,,AA,,618.82,,,,,,,,,,
