Contract,Project Title,Location,,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,maximoOrderNumber,FSAM/MPS,Suburb,Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internat DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A401/Greenfield,MW21459 -  AYCA-4DWSZZ -2OBA-20 -NSB - 81 Albatross Way,Nth Coast,,Inv 13152,30/01/2018,14/12/2017,14/12/2017,,,04/01/2017,29/01/2018,Dec-17,Jan-18,,MW21459 -  AYCA-4DWSZZ -2OBA-20 -NSB - 81 Albatross Way,Old Bar,"$13,975.96",,"$13,975.96","$15,373.56",,,$0.00,"$13,975.96",100%,Mark Leal,30/10/2017,06/11/2017,7d,30/11/2017,24d
A417 Greenfield MDU,MW20076 - 2NWR-03 - AYCA-4SHR9U -2NWR-03 -Sequacious - 1,Sth Coast,,Inv 13273,22/02/2018,19/12/2017,20/12/2017,09/01/2018,23/01/2018,04/01/2017,27/02/2018,Dec-17,Feb-18,,MW20076 - 2NWR-03 - AYCA-4SHR9U -2NWR-03 -Sequacious - 1,South Nowra,"$1,215.49",$650.54,"$1,866.03","$2,052.63",,,$0.00,"$1,866.03",100%,Sogand Mohtat,Direct Award,09/11/2017,,15/12/2017,36d
A401/Greenfield,MW21464 - 2NRN-03 - AYCA-4EAKM1-63 SGR - 1- EXTERNAL,Sydney,,Inv 13277,02/03/2018,23/01/2018,24/01/2018,25/01/2017,31/01/2018,06/02/2018,06/03/2018,Jan-18,Mar-18,,MW21464 - 2NRN-03 - AYCA-4EAKM1-63 SGR - 1- EXTERNAL,Smeaton Grange,"$4,263.56","$4,345.40","$8,608.96","$9,469.86","$2,292.46",,"$2,292.46","$6,316.50",73%,Nabeel Jaimon,30/10/2017,09/11/2017,10d,30/11/2017,21d
A401/Greenfield,MW21909 - AYCA-32NN4T -2MSV-05 -Blue Gum Rd Estate – 1,Sth NSW,,Inv 13387,19/03/2018,16/02/2018,21/02/2018,21/02/2018,27/02/2018,05/03/2018,20/03/2018,Feb-18,Mar-18,,MW21909 - AYCA-32NN4T -2MSV-05 -Blue Gum Rd Estate – 1,Moss Vale,"$22,553.22","$2,677.97","$25,231.19","$27,754.30",,,$0.00,"$25,231.19",100%,Mark Leal,24/10/2017,10/11/2017,17d,17/11/2017,7d
A401/Greenfield,MW21311 - 2WAU-21 - AYCA-4N13KQ - 127 Cameron St,Nth Coast,,Inv 12986,21/12/2017,26/11/2017,27/11/2017,,,07/12/2017,21/12/2017,Nov-17,Dec-17,,MW21311 - 2WAU-21 - AYCA-4N13KQ - 127 Cameron St,Wauchope,"$8,488.50",,"$8,488.50","$9,337.35","$6,106.05",,"$6,106.05","$2,382.45",28%,Mark Leal,23/10/2017,10/11/2017,18d,18/11/2017,8d
A401/Greenfield,MW21488 - 2ROU-03 - AYCA-4877L8 - Non Standard Builds - Windon Avenue,Sydney,,Inv 13047,16/01/2018,05/12/2017,05/12/2017,,,15/12/2017,16/01/2018,Dec-17,Jan-18,,MW21488 - 2ROU-03 - AYCA-4877L8 - Non Standard Builds - Windon Avenue,Rouse Hill,"$2,284.97",,"$2,284.97","$2,513.47",,,$0.00,"$2,284.97",100%,Andrew Mahassy,04/11/2017,10/11/2017,6d,30/11/2017,20d
A401/Greenfield,MW21516 - AYCA-4TB2X9 - NSB - Wirrinya Pl Grasmere - SURVEY,Sydney,,Inv 12068,16/01/2018,30/11/2017,30/11/2017,,,12/12/2017,18/01/2018,Nov-17,Jan-18,,MW21516 - AYCA-4TB2X9 - NSB - Wirrinya Pl Grasmere - SURVEY,Narellan,$800.00,,$800.00,$880.00,,,$0.00,$800.00,100%,Andrew Mahassy,24/10/2017,13/11/2017,20d,20/11/2017,7d
A401/Greenfield,MW21495 -AYCA-4UUWX6 - NSB - 13 Popes Rd Woonona - SURVEY,Sth NSW,,Inv 13098,23/01/2018,07/12/2017,11/12/2017,,,19/12/2017,21/01/2018,Dec-17,Jan-18,,MW21495 -AYCA-4UUWX6 - NSB - 13 Popes Rd Woonona - SURVEY,Woonona,"$1,350.00",,"$1,350.00","$1,485.00",,,$0.00,"$1,350.00",100%,Andrew Mahassy,04/11/2017,16/11/2017,12d,30/11/2017,14d
A401/Greenfield,"MW21380 - 2YON-01 - AYCA-4MRFUW - 1 Patterson Avenue, Young – 1",Sth NSW,,Inv 13400,22/03/2018,21/02/2018,21/02/2018,21/02/2018,27/02/2018,05/03/2018,22/03/2018,Feb-18,Mar-18,,"MW21380 - 2YON-01 - AYCA-4MRFUW - 1 Patterson Avenue, Young – 1",Young,"$12,059.12","$3,133.83","$15,192.95","$16,712.24",,,$0.00,"$15,192.95",100%,Mark Leal,29/09/2017,17/11/2017,49d,03/12/2017,16d
A401/Greenfield,MW21123 - 2TAR -02 - AYCA-4LIG38 - Non Standard Builds Survey,Newcastle,,Inv 13021,08/01/2018,30/11/2017,30/11/2017,,,13/12/2017,28/12/2017,Nov-17,Dec-17,,MW21123 - 2TAR -02 - AYCA-4LIG38 - Non Standard Builds Survey,Thornton,"$1,670.00",,"$1,670.00","$1,837.00",,,$0.00,"$1,670.00",100%,Mark Leal,15/09/2017,17/11/2017,63d,30/11/2017,13d
VPL,2DAL-23-MPS-003 FttB Build,Sydney,,Inv 12851,22/11/2017,06/09/2017,23/11/2017,,,,,Nov-17,Jan-00,,2DAL-23-MPS-003 FttB Build,Sydney,"$12,629.08",,"$12,629.08","$13,891.99","$2,300.00",,"$2,300.00","$10,329.08",82%,Sam Harwood,N/A,N/A,N/A,N/A,N/A
VPL,2DAL-23-MPS-004 FttB Build,Sydney,,Inv 12852,22/11/2017,06/09/2017,23/11/2017,,,,,Nov-17,Jan-00,,2DAL-23-MPS-004 FttB Build,Sydney,"$8,851.28",,"$8,851.28","$9,736.41","$1,736.50",,"$1,736.50","$7,114.78",80%,Sam Harwood,N/A,N/A,N/A,N/A,N/A
VPL,2DAL-24-MPS-008 FttB Build,Sydney,,Inv 12853,22/11/2017,06/09/2017,23/11/2017,,,,,Nov-17,Jan-00,,2DAL-24-MPS-008 FttB Build,Sydney,"$11,338.68",,"$11,338.68","$12,472.55","$1,700.00",,"$1,700.00","$9,638.68",85%,Sam Harwood,N/A,N/A,N/A,N/A,N/A
A401/Greenfield,"MW21821-AYCA-52OMAH-2NRN-10-18 Bluett Dr, Smeaton Grange Externals",Sydney,,Inv 13588,10/05/2018,19/03/2018,19/03/2018,21/03/2018,04/04/2018,05/04/2018,08/05/2018,Mar-18,May-18,,"MW21821-AYCA-52OMAH-2NRN-10-18 Bluett Dr, Smeaton Grange Externals",Smeaton Grange,"$7,704.13","$1,721.05","$9,425.18","$10,367.70",,,$0.00,"$9,425.18",100%,Ertan Cicek ,12/02/2018,19/02/2018,7d,19/03/2018,28d
A417 Greenfield MDU,MW21524 -  AYCA-47C97W-2BLK-01 -51 Kildare Rd Blacktown,Sydney,,,,06/06/2018,07/06/2018,06/06/2018,,21/06/2018,05/07/2018,Jun-18,Jul-18,,MW21524 -  AYCA-47C97W-2BLK-01 -51 Kildare Rd Blacktown,Blacktown,"$1,711.60","$1,825.26","$3,536.86","$3,890.55","$1,221.19",,"$1,221.19","$2,315.67",65%,Ertan Cicek,Direct Award,07/12/2017,,15/12/2017,8d
A417 Greenfield MDU,MW21521-AYCA-1OHQX6 -2ROU-02-Lake Promenade - Building C- EXTERNAL,Sydney,,Inv 13519,20/04/2018,14/02/2018,15/02/2018,22/03/2018,13/04/2018,28/02/2018,24/04/2018,Feb-18,Apr-18,,MW21521-AYCA-1OHQX6 -2ROU-02-Lake Promenade - Building C- EXTERNAL,Rouse Hill,"$3,895.20","$8,849.84","$12,745.04","$14,019.54","$3,361.68",,"$3,361.68","$9,383.36",74%,Lindy Chan,Direct Award,08/12/2017,,15/12/2017,7d
A417 Greenfield MDU,MW21570-AYCA-1L7010  - 2LID-08 - Mixed Use Development - Tower A and B,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW21570-AYCA-1L7010  - 2LID-08 - Mixed Use Development - Tower A and B,Auburn,"$2,066.42",,"$2,066.42","$2,273.06","$4,673.01",,"$4,673.01","-$2,606.59",-126%,Ertan Cicek ,Direct Award,12/12/2017,,04/01/2018,23d
A417 Greenfield MDU,MW21549-2LIV-03-AYCA-48U5AE-Flat Building - 1,Sydney,,Inv 13274,22/02/2018,12/01/2018,12/01/2018,15/01/2017,07/02/2018,29/01/2018,27/02/2018,Jan-18,Feb-18,,MW21549-2LIV-03-AYCA-48U5AE-Flat Building - 1,Liverpool,"$1,093.20","$4,076.63","$5,169.83","$5,686.81",,,$0.00,"$5,169.83",100%,Ertan Cicek ,Direct Award,12/12/2017,,15/12/2017,3d
A417 Greenfield MDU,MW21539 - AYCA-4SJ1RQ - 2WLG-05 - 18 Armstrong St West Wollongong NSW 2500 -INTERNAL,Sth Coast,,Inv 13276,22/02/2018,12/01/2018,12/01/2018,12/01/2018,29/01/2018,31/01/2018,27/02/2018,Jan-18,Feb-18,,MW21539 - AYCA-4SJ1RQ - 2WLG-05 - 18 Armstrong St West Wollongong NSW 2500 -INTERNAL,Wollongong,$339.17,"$2,680.56","$3,019.73","$3,321.70","$1,266.00",,"$1,266.00","$1,753.73",58%,Nabeel Jaimon,Direct Award,12/12/2017,,15/12/2017,3d
A417 Greenfield MDU,"MW21537-AYCA-424B5V- 2LID-05- 9-13 GELIBOLU PARADE, AUBURN",Sydney,,Inv 13329,07/08/2018,02/02/2018,02/02/2018,06/02/2018,27/02/2018,15/02/2018,08/03/2018,Feb-18,Mar-18,,"MW21537-AYCA-424B5V- 2LID-05- 9-13 GELIBOLU PARADE, AUBURN",Auburn,$436.29,"$5,127.37","$5,563.66","$6,120.03","$2,088.05",,"$2,088.05","$3,475.61",62%,Ertan Cicek ,Direct Award,12/12/2017,,15/12/2017,3d
A417 Greenfield MDU,"MW21540-AYCA-3DOI9R -2LIV-02- 166/176-178 Terminus ST ,Liverpool",Sydney,,Inv 13234,15/02/2018,10/01/2018,10/01/2018,10/01/2018,24/01/2018,22/01/2018,15/02/2018,Jan-18,Feb-18,,"MW21540-AYCA-3DOI9R -2LIV-02- 166/176-178 Terminus ST ,Liverpool",Liverpool,"$1,441.28","$3,767.91","$5,209.19","$5,730.11","$1,325.00",,"$1,325.00","$3,884.19",75%,Ertan Cicek ,Direct Award,12/12/2017,,15/12/2017,3d
A401/Greenfield,"MW21473 - AYCA-3TNJ90-64 - 2ERN-03 - James Sea Drive, Green Point",Central Coast,,Inv 13520,20/04/2018,27/03/2018,27/03/2018,05/04/2018,13/04/2018,12/04/2018,24/04/2018,Mar-18,Apr-18,,"MW21473 - AYCA-3TNJ90-64 - 2ERN-03 - James Sea Drive, Green Point",Green Point,"$5,531.99","$5,861.75","$11,393.74","$12,533.12","$5,884.29",,"$5,884.29","$5,509.45",48%,Dave Yoemans,03/11/2017,23/01/2018,81d,16/01/2018,-7d
A417 Greenfield MDU,"MW21538-2PAR-63-AYCA-44DU8G 8-10 FRASER ST, WESTMEAD",Sydney,,Inv 13246,20/02/2018,14/12/2017,15/01/2018,15/01/2018,29/01/2018,30/01/2018,20/02/2018,Jan-18,Feb-18,,"MW21538-2PAR-63-AYCA-44DU8G 8-10 FRASER ST, WESTMEAD",Westmead,$624.43,"$1,621.32","$2,245.75","$2,470.33","$1,359.64",,"$1,359.64",$886.11,39%,Ertan Cicek ,Direct Award,13/12/2017,,15/12/2017,2d
A417 Greenfield MDU,MW21613-AYCA-4M07QT- 2CBT-06-12 Capertee St Ruse,Sydney,,Inv 13282,22/02/2018,29/01/2018,30/01/2018,,,12/02/2018,27/02/2018,Jan-18,Feb-18,,MW21613-AYCA-4M07QT- 2CBT-06-12 Capertee St Ruse,Ruse,"$1,120.00",,"$1,120.00","$1,232.00",,,$0.00,"$1,120.00",100%,Nabeel Jaimon,Direct Award,15/12/2017,,09/01/2018,25d
A417 Greenfield MDU,"MW21591 - AYCA-3KWVLI - 2ROU-03 - 4 Curtis Road, Kellyville - 1",Sydney,,Inv 13371,13/03/2018,01/02/2018,01/02/2018,08/02/2018,27/02/2018,14/02/2018,13/03/2018,Feb-18,Mar-18,,"MW21591 - AYCA-3KWVLI - 2ROU-03 - 4 Curtis Road, Kellyville - 1",Kellyville,"$2,663.97","$9,309.69","$11,973.66","$13,171.03","$7,068.00",,"$7,068.00","$4,905.66",41%,Sogand Mohtat,Direct Award,16/12/2017,,15/12/2017,-1d
A401/Greenfield,"MW21506 - AYCA-4TCZPJ-2MIL-20-LOT 421 & 422, PROGRESS CIRCUIT",Sydney,,Inv 13314,02/03/2018,18/12/2017,07/02/2018,,,21/02/2018,01/03/2018,Feb-18,Mar-18,,"MW21506 - AYCA-4TCZPJ-2MIL-20-LOT 421 & 422, PROGRESS CIRCUIT",Miller,"$3,069.50",,"$3,069.50","$3,376.45",,,$0.00,"$3,069.50",100%,Nabeel Jaimon,16/11/2017,12/02/2018,88d,02/03/2018,18d
A401/Greenfield,MW21472 -  AYCA-4G5CSP - 2GRK-01 - 20 Stanley Street Wyongah,Sydney,,Inv 13523,24/04/2018,27/03/2018,28/03/2018,05/04/2018,13/04/2018,11/04/2018,24/04/2018,Mar-18,Apr-18,,MW21472 -  AYCA-4G5CSP - 2GRK-01 - 20 Stanley Street Wyongah,Wyongah,"$6,634.97","$4,736.19","$11,371.16","$12,508.27","$1,651.66",,"$1,651.66","$9,719.50",85%,Dave Yoemans,04/11/2017,18/12/2017,44d,30/12/2017,12d
A417 Greenfield MDU,MW21505-AYCA-2AS459-2LID-05 -22-26 Ann Street Lidcombe,Sydney,,Inv 13153,30/01/2018,19/12/2017,20/12/2017,21/12/2017,04/01/2018,09/01/2017,29/01/2018,Dec-17,Jan-18,,MW21505-AYCA-2AS459-2LID-05 -22-26 Ann Street Lidcombe,Lidcombe,"$2,993.87","$10,583.11","$13,576.98","$14,934.68","$9,312.63",,"$9,312.63","$4,264.35",31%,Andrew Partalis,Direct Award,09/11/2017,,15/12/2017,36d
A401/Greenfield,MW21756-AYCA-3K4RCM-2RIV-03-Marsden Park Tonzat Development - 2,Sydney,,Inv 13522,20/04/2018,04/04/2018,04/04/2018,09/04/2018,17/04/2018,16/04/2018,24/04/2018,Apr-18,Apr-18,,MW21756-AYCA-3K4RCM-2RIV-03-Marsden Park Tonzat Development - 2,Riverstone,"$21,847.48","$7,995.69","$29,843.17","$32,827.48","$9,927.23",,"$9,927.23","$19,915.94",67%,Andrew Mahassy,15/01/2018,25/01/2018,10d,25/01/2018,0ms
A417 Greenfield MDU,MW21453 - AYCA-2RVC4H - 2LIV-04 - 100 Macquarie Street Liverpool - 1- EXTERNAL,Sydney,,Inv 13320,20/03/2018,02/03/2018,02/03/2018,05/03/2018,14/03/2018,15/03/2018,20/03/2018,Mar-18,Mar-18,,MW21453 - AYCA-2RVC4H - 2LIV-04 - 100 Macquarie Street Liverpool - 1- EXTERNAL,Liverpool,"$9,149.88","$11,162.67","$20,312.55","$22,343.81","$2,645.01",,"$2,645.01","$17,667.54",87%,Nabeel Jaimon,Direct Award,19/10/2017,,22/11/2017,34d
A417 Greenfield MDU,MW21639-AYCA-4SZLC6 -2PTH-02- William Younis - 1,Sydney,,Inv 13532,26/04/2018,13/02/2018,13/02/2018,13/02/2018,20/04/2018,23/02/2018,26/04/2018,Feb-18,Apr-18,,MW21639-AYCA-4SZLC6 -2PTH-02- William Younis - 1,Penrith,$391.14,"$2,114.72","$2,505.86","$2,756.45",$893.60,,$893.60,"$1,612.26",64%,Ertan Cicek ,Direct Award,21/12/2017,,30/12/2017,9d
A417 Greenfield MDU,"MW20778 - AYCA-40UXV5 - 163 Parker St, South Penrith Ext",Sydney,,Inv 13505,19/04/2018,04/03/2018,07/03/2018,07/03/2018,13/04/2018,20/03/2018,03/04/2018,Mar-18,Apr-18,,"MW20778 - AYCA-40UXV5 - 163 Parker St, South Penrith Ext",Penrith,"$1,571.26","$96,407.25","$97,978.51","$107,776.36","$26,378.38",,"$26,378.38","$71,600.13",73%,Andrew Partalis,Direct Award,25/05/2017,,17/01/2018,237d
A417 Greenfield MDU,MW21652-AYCA-2ILOMV - 2ASH-05-INFINTY - 1,Sydney,,Inv 13432,27/03/2018,02/03/2018,07/03/2018,06/03/2018,14/03/2018,21/03/2018,27/03/2018,Mar-18,Mar-18,,MW21652-AYCA-2ILOMV - 2ASH-05-INFINTY - 1,Ashfield,"$1,516.81","$12,893.51","$14,410.32","$15,851.35","$7,676.20",,"$7,676.20","$6,734.12",47%,Ertan Cicek ,Direct Award,04/01/2018,,19/02/2018,46d
A417 Greenfield MDU,MW21611-AYCA-3K2CFZ -2CBT-05-Modco Boarding House 1,Sydney,,Inv 13275,22/02/2018,22/01/2018,22/01/2018,23/01/2018,07/02/2018,07/02/2018,27/02/2018,Jan-18,Feb-18,,MW21611-AYCA-3K2CFZ -2CBT-05-Modco Boarding House 1,Campbelltown,"$1,863.69","$1,955.78","$3,819.47","$4,201.42",$798.75,,$798.75,"$3,020.72",79%,Ertan Cicek ,Direct Award,04/01/2017,,29/01/2017,25d
A417 Greenfield MDU,MW21718-AYCA-4TB2X9- 2NRL-22-NSB - Wirrinya Pl Grasme,Sydney,,Inv 13447,04/04/2018,08/03/2018,07/03/2018,09/03/2018,26/03/2018,22/03/2018,03/04/2018,Mar-18,Apr-18,,MW21718-AYCA-4TB2X9- 2NRL-22-NSB - Wirrinya Pl Grasme,Grasmere,"$4,429.60","$6,859.52","$11,289.12","$12,418.03",,,$0.00,"$11,289.12",100%,Ertan Cicek ,Direct Award,09/01/2018,,27/02/2018,49d
A417 Greenfield MDU,MW21706 - AYCA-4IYJ4J -2PTH-02 - CRONIN EQUITY PTY LTD - 1,Sydney,,Inv 13280,22/02/2018,22/01/2018,22/01/2018,23/01/2018,06/02/2018,01/02/2018,22/02/2018,Jan-18,Feb-18,,MW21706 - AYCA-4IYJ4J -2PTH-02 - CRONIN EQUITY PTY LTD - 1,Penrith,$616.64,-$131.31,$485.33,$533.86,,,$0.00,$485.33,100%,Ertan Cicek ,Direct Award,04/01/2018,,30/01/2018,26d
A417 Greenfield MDU,MW21947-AYCA-54T32P-2MIL-01-Ryan & Burrows Avenue,Sydney,,Inv 13446,04/04/2018,13/03/2018,13/03/2018,14/03/2018,,23/03/2018,04/04/2018,Mar-18,Apr-18,,MW21947-AYCA-54T32P-2MIL-01-Ryan & Burrows Avenue,Miller,"$3,241.78",$220.64,"$3,462.42","$3,808.66","$1,560.10",,"$1,560.10","$1,902.32",55%,Andrew Mahassy,Direct Award,22/02/2018,,30/04/2018,67d
A417 Greenfield MDU,MW21705-AYCA-468RZY-2LID-04-23 RAILWAY PARADE - externals,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW21705-AYCA-468RZY-2LID-04-23 RAILWAY PARADE - externals,Lidcombe,$671.72,,$671.72,$738.89,,,$0.00,$671.72,100%,Nabeel Jaimon,Direct Award,04/01/2018,,15/02/2018,42d
A417 Greenfield MDU,MW21699-AYCA-3E5O97-2ROU-03-Hancy - 1,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW21699-AYCA-3E5O97-2ROU-03-Hancy - 1,Kellyville,"$3,447.12",,"$3,447.12","$3,791.83",,,$0.00,"$3,447.12",100%,Ertan Cicek ,Direct Award,04/01/2018,,15/02/2018,42d
A417 Greenfield MDU,"MW21924-AYCA-41E0L5-2ROU-33-33 FOXALL RD, KELLYVILLE",Sydney,,Inv 13448,05/04/2018,19/03/2018,19/03/2018,20/03/2018,22/03/2018,29/03/2018,05/04/2018,Mar-18,Apr-18,,"MW21924-AYCA-41E0L5-2ROU-33-33 FOXALL RD, KELLYVILLE",Kellyville,"$2,397.62",$717.29,"$3,114.91","$3,426.40",,,$0.00,"$3,114.91",100%,Sogand Mohtat,Direct Award,05/03/2018,,28/03/2018,23d
A417 Greenfield MDU,MW21959-AYCA-52OMAH-2NRN-10-18 Bluett Dr Smeaton Grang Int,Sydney,,Inv 13464,09/04/2018,19/03/2018,19/03/2018,21/03/2018,04/04/2018,29/03/2018,10/04/2018,Mar-18,Apr-18,,MW21959-AYCA-52OMAH-2NRN-10-18 Bluett Dr Smeaton Grang Int,Smeaton Grange,"$1,400.00","$1,500.70","$2,900.70","$3,190.77",,,$0.00,"$2,900.70",100%,Ertan Cicek,Direct Award,27/02/2018,,02/03/2018,3d
A417 Greenfield MDU,MW21724-AYCA-3TP6RP-2SIL-04-Majors Bay Mortlake Residential,Sydney,,inv 13612,17/05/2018,21/04/2018,23/04/2018,01/05/2018,10/05/2018,04/05/2018,17/05/2018,Apr-18,May-18,,MW21724-AYCA-3TP6RP-2SIL-04-Majors Bay Mortlake Residential,Mortlake,"$5,248.59","$7,137.58","$12,386.17","$13,624.79","$3,269.94",,"$3,269.94","$9,116.23",74%,Ertan Cicek ,Direct Award,09/01/2018,,15/02/2018,37d
A417 Greenfield MDU,"MW21728-AYCA-4HTS7R-2RIV-03-875 RICHMOND RD, MARSDEN PARK",Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,"MW21728-AYCA-4HTS7R-2RIV-03-875 RICHMOND RD, MARSDEN PARK",Marsden Park,$731.99,,$731.99,$805.19,,,$0.00,$731.99,100%,Ertan Cicek ,Direct Award,09/01/2018,,27/02/2018,49d
A401/Greenfield,MW21408 - AYCA-4GCT7O - 2ROC-04 - Baxter International Hotel - 1,Sydney,,,,10/01/2018,13/02/2018,13/02/2018,06/03/2018,23/02/2018,15/03/2018,Feb-18,Mar-18,,MW21408 - AYCA-4GCT7O - 2ROC-04 - Baxter International Hotel - 1,Mascot,"$5,871.23","$3,879.77","$9,751.00","$10,726.10",,,$0.00,"$9,751.00",100%,Ertan Cicek ,16/11/2017,12/02/2018,88d,02/03/2018,18d
A401/Greenfield,MW21512 - AYCA-4IUR86 -2NLT-09 - Clarendene - 1,Newcastle,,Inv 13327,07/02/2018,12/01/2018,07/02/2018,07/02/2018,27/02/2018,20/02/2018,08/03/2018,Feb-18,Mar-18,,MW21512 - AYCA-4IUR86 -2NLT-09 - Clarendene - 1,Wallsend,"$6,924.34","$3,879.77","$10,804.11","$11,884.52","$3,626.80",,"$3,626.80","$7,177.31",66%,Andrew Partalis,14/11/2017,06/02/2018,84d,02/03/2018,24d
A417 Greenfield MDU,"MW21552 - AYCA-4SJ1RQ - 2KNS-21 - 18 Armstrong St West Wollongong, Externals",Sth Coast,,Inv 13247,19/02/2018,12/01/2018,12/01/2018,30/01/2018,07/02/2018,31/01/2018,20/02/2018,Jan-18,Feb-18,,"MW21552 - AYCA-4SJ1RQ - 2KNS-21 - 18 Armstrong St West Wollongong, Externals",Wollongong,$339.17,"$1,627.97","$1,967.14","$2,163.85","$1,075.44",,"$1,075.44",$891.70,45%,Nabeel Jaimon,Direct Award,12/12/2017,,15/12/2017,3d
A417 Greenfield MDU,MW21328 - AYCA-40UXV5 - 2PTH-02 - 163 Parker St - South Penrith - 1-  INTERNAL,Sydney,,Inv 13315,01/03/2018,25/01/2018,25/01/2018,,,07/02/2018,01/03/2018,Jan-18,Mar-18,,MW21328 - AYCA-40UXV5 - 2PTH-02 - 163 Parker St - South Penrith - 1-  INTERNAL,Penrith,"$2,880.00",,"$2,880.00","$3,168.00",,,$0.00,"$2,880.00",100%,Andrew Partalis,Direct Award,22/09/2017,,17/01/2018,117d
A417 Greenfield MDU,"MW21620- AYCA-4SM2C7 - 2LIV-03-60-62 Passefield Street, Liverpool",Sydney,,Inv 13534,26/04/2018,18/03/2018,20/03/2018,22/03/2018,20/04/2018,03/04/2018,26/04/2018,Mar-18,Apr-18,,"MW21620- AYCA-4SM2C7 - 2LIV-03-60-62 Passefield Street, Liverpool",Liverpool,$582.23,"$6,807.31","$7,389.54","$8,128.49",$459.60,,$459.60,"$6,929.94",94%,Andrew Mahassy,Direct Award,21/12/2017,,30/01/2018,40d
A417 Greenfield MDU,MW21638- AYCA-3NFID7-2PTH-04 - Tench Ave Jamisontown 1,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW21638- AYCA-3NFID7-2PTH-04 - Tench Ave Jamisontown 1,Penrith,"$2,209.46",,"$2,209.46","$2,430.41",,,$0.00,"$2,209.46",100%,Ertan Cicek ,Direct Award,19/12/2017,,30/01/2018,42d
A417 Greenfield MDU,MW21551 -AYCA-4EN7KA -  2KNS-04 - Lewis & Co - 1,Sydney,,Inv 13319,06/06/2017,01/02/2018,01/02/2018,01/02/2018,07/02/2018,23/02/2018,06/03/2018,Feb-18,Mar-18,,MW21551 -AYCA-4EN7KA -  2KNS-04 - Lewis & Co - 1,Alexandria,"$1,838.95","$13,797.30","$15,636.25","$17,199.88","$10,452.95",,"$10,452.95","$5,183.30",33%,Lindy Chan,Direct Award,15/12/2017,,15/12/2017,0ms
A417 Greenfield MDU,MW21791-AYCA-468RZY-2LID-04-23 Railway Parade - Internals,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW21791-AYCA-468RZY-2LID-04-23 Railway Parade - Internals,Lidcombe,"$1,400.00",,"$1,400.00","$1,540.00",,,$0.00,"$1,400.00",100%,Nabeel Jaimon,Direct Award,01/02/2018,,01/03/2018,28d
A417 Greenfield MDU,MW21178 - 2LID-06 - AYCA-32WJ4A - John St - 2 - INTERNAL,Sydney,,Inv 13465,09/04/2018,21/03/2018,21/03/2018,22/03/2018,03/04/2018,04/04/2018,10/04/2018,Mar-18,Apr-18,,MW21178 - 2LID-06 - AYCA-32WJ4A - John St - 2 - INTERNAL,Lidcombe,"$2,240.00","$2,401.12","$4,641.12","$5,105.23","$3,248.80",,"$3,248.80","$1,392.32",30%,Lindy Chan,Direct Award,23/08/2017,,03/11/2017,72d
A401/Greenfield,MW21703 - AYCA-41SAXG - 2MIL-04 - Stage 2 Lagana,Sydney,,Inv 13367,13/03/2018,13/02/2018,13/02/2018,,,23/02/2018,27/02/2018,Feb-18,Feb-18,,MW21703 - AYCA-41SAXG - 2MIL-04 - Stage 2 Lagana,Miller,"$1,404.18",,"$1,404.18","$1,544.60",,,$0.00,"$1,404.18",100%,Andrew Mahassy,18/01/2018,06/02/2018,19d,30/01/2018,-7d
A417 Greenfield MDU,MW21583 - AYCA-497W67- 9BLC-04- Hillside Villas Block,ACT,,Inv 13388,19/03/2018,09/02/2018,09/02/2018,13/02/2018,07/03/2018,21/02/2018,20/03/2018,Feb-18,Mar-18,,MW21583 - AYCA-497W67- 9BLC-04- Hillside Villas Block,Lawson,"$1,800.84","$4,436.93","$6,237.77","$6,861.55",,,$0.00,"$6,237.77",100%,Ertan Cicek ,Direct Award,13/12/2018,,15/01/2018,-332d
A401/Greenfield,MW21507 - AYCA-4Q1LKQ - 2WAG-05 - The Mill Commercial Development - 1,Sth NSW,,Inv 13370,15/03/2018,21/02/2018,23/02/2018,21/02/2018,27/02/2018,07/03/2018,15/03/2018,Feb-18,Mar-18,,MW21507 - AYCA-4Q1LKQ - 2WAG-05 - The Mill Commercial Development - 1,Wagga Wagga,"$3,800.34","$6,538.04","$10,338.38","$11,372.22",,,$0.00,"$10,338.38",100%,Mark Leal,15/11/2017,13/02/2018,90d,09/01/2018,-35d
